tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,opinion
"@hernan_mazza @ramiroagulla1 @guadavazquez Error,si estudiaste te preparaste y tu pais no te da oportunidad que vas a ser, buscar un futuro en otro lugar yo los felicito","['hernan', 'mazza', 'ramiroagulla', 'guadavazquez', 'error', 'si', 'estudiaste', 'preparaste', 'pais', 'da', 'oportunidad', 'vas', 'ser', 'buscar', 'futuro', 'lugar', 'felicito']","@hernan_mazza @ramiroagulla1 @guadavazquez Error, if you studied you prepared yourself and your country does not give you the opportunity that you are going to be, look for a future in another place I congratulate you.","['hernan', 'mazza', 'ramiroagulla', 'guadavazquez', 'error', 'studied', 'prepared', 'country', 'give', 'opportunity', 'going', 'look', 'future', 'another', 'place', 'congratulate']",a favor
"@Isabelalonso28 @baquerator Madre mia, que locura, no me lo puedo creer? Mira, hace tiempo ya que barajo la posibilidad de irme de Madrid por muchas cosas y una es esta. Media vida la gasto en desplazamientos a todos lados, atascos o lejania, pero","['isabelalonso', 'baquerator', 'madre', 'mia', 'locura', 'puedo', 'creer', 'mira', 'hace', 'tiempo', 'barajo', 'posibilidad', 'irme', 'madrid', 'muchas', 'cosas', 'media', 'vida', 'gasto', 'desplazamientos', 'lados', 'atascos', 'lejania']","@Isabelalonso28 @baquerator Madre mia, que locura, no me lo puedo creer... Mira, hace tiempo ya que barajo la posibilidad de irme de Madrid por muchas cosas y una es esta. Half of my life is spent in commuting everywhere, traffic jams or remoteness, but f","['isabelalonso', 'baquerator', 'madre', 'mia', 'que', 'locura', 'lo', 'puedo', 'creer', 'mira', 'hace', 'tiempo', 'ya', 'que', 'barajo', 'la', 'posibilidad', 'de', 'irme', 'de', 'madrid', 'por', 'muchas', 'cosas', 'una', 'es', 'esta', 'half', 'life', 'spent', 'commuting', 'everywhere', 'traffic', 'jams', 'remoteness']",a favor
"@jamoral @carlossmato Pero tio @carlossmato es profesor universitario, no va a salir a publicar algo falso solo por postureo ideologico. Este es el pais y sistema q tienes. Digierelo","['jamoral', 'carlossmato', 'tio', 'carlossmato', 'profesor', 'universitario', 'va', 'salir', 'publicar', 'falso', 'solo', 'postureo', 'ideologico', 'pais', 'sistema', 'digierelo']","@jamoral @carlossmato But dude @carlossmato is a university professor, he's not going to go out and publish something false just for ideological posturing. This is the country and system you have. Digierelo","['jamoral', 'carlossmato', 'dude', 'carlossmato', 'university', 'professor', 'going', 'go', 'publish', 'something', 'false', 'ideological', 'posturing', 'country', 'system', 'digierelo']",a favor
"@jguaido Lo mejor ser¡a que te retires y deja actuar a los verdaderos protagonistas para la nueva Venezuela, los ciudadanos te lo vamos a agradecer, RET?RAT","['jguaido', 'mejor', 'ser¡a', 'retires', 'deja', 'actuar', 'verdaderos', 'protagonistas', 'nueva', 'venezuela', 'ciudadanos', 'vamos', 'agradecer', 'ret', 'rat']","@jguaido The best thing would be for you to retire and let the real protagonists act for the new Venezuela, the citizens are going to thank you, RETIRE!!!!","['jguaido', 'best', 'thing', 'would', 'retire', 'let', 'real', 'protagonists', 'act', 'new', 'venezuela', 'citizens', 'going', 'thank', 'retire']",en contra
"@joseantoniokast El Socialista y comunista Hugo Ch vez en sus entrevistas previas a su primera elecci¢n presidencial dijo que Venezuela ser¡a una potencia econ¢mica, invitaba a invertir con tranquilidad. Hoy d¡a millones de venezolanos estamos e","['joseantoniokast', 'socialista', 'comunista', 'hugo', 'ch', 'vez', 'entrevistas', 'previas', 'primera', 'elecci¢n', 'presidencial', 'dijo', 'venezuela', 'ser¡a', 'potencia', 'econ¢mica', 'invitaba', 'invertir', 'tranquilidad', 'hoy', 'd¡a', 'millones', 'venezolanos']","@joseantoniokast Socialist and communist Hugo Chavez in his interviews prior to his first presidential election said that Venezuela would be an economic power, he invited to invest with tranquility. Today millions of Venezuelans are in other countries.","['joseantoniokast', 'socialist', 'communist', 'hugo', 'chavez', 'interviews', 'prior', 'first', 'presidential', 'election', 'said', 'venezuela', 'would', 'economic', 'power', 'invited', 'invest', 'tranquility', 'today', 'millions', 'venezuelans', 'countries']",a favor
"@JoseWilmerPache @Walter46263220 Son los mismos milicianos de Venezuela?tienen poder, se le corrio la teja al alcalde?ya ","['josewilmerpache', 'walter', 'mismos', 'milicianos', 'venezuela', 'poder', 'corrio', 'teja', 'alcalde']","@JoseWilmerPache @Walter46263220 They are the same militiamen of Venezuela...they have power, the mayor is out of power...it's time to leave.....","['josewilmerpache', 'walter', 'militiamen', 'venezuela', 'power', 'mayor', 'power', 'time', 'leave']",a favor
"@Juancavidal Dios guie tus pasos, te lleve a tu destino y te de toda la fortaleza e inteligencia para ayudarla Venezuela a salir de este atolladero tan horrible..  Dios te bendiga ICV!!!","['juancavidal', 'dios', 'guie', 'pasos', 'lleve', 'destino', 'toda', 'fortaleza', 'inteligencia', 'ayudarla', 'venezuela', 'salir', 'atolladero', 'tan', 'horrible', 'dios', 'bendiga', 'icv']","@Juancavidal God guide your steps, take you to your destiny and give you all the strength and intelligence to help Venezuela out of this horrible quagmire.....  God bless you ICV!!!","['juancavidal', 'god', 'guide', 'steps', 'take', 'destiny', 'give', 'strength', 'intelligence', 'help', 'venezuela', 'horrible', 'quagmire', 'god', 'bless', 'icv']",a favor
"@KacikeCoro @leonaries24 @PartidoPSUV @Leyduarly Son cinicos los malditos chavistas, despues d destruir el pais emigran a otros, hablan paja de EEUU y usan redes sociales piti yankis, usan dolares porque el bolivar no les sirve. Entonces de q se quejan ud","['kacikecoro', 'leonaries', 'partidopsuv', 'leyduarly', 'cinicos', 'malditos', 'chavistas', 'despues', 'destruir', 'pais', 'emigran', 'hablan', 'paja', 'eeuu', 'usan', 'redes', 'sociales', 'piti', 'yankis', 'usan', 'dolares', 'bolivar', 'sirve', 'entonces', 'quejan', 'ud']","@KacikeCoro @leonaries24 @PartidoPSUV @Leyduarly They are cynical the damn chavistas, after destroying the country they emigrate to others, they talk shit about the US and use piti yankis social networks, they use dollars because the bolivar is useless to","['kacikecoro', 'leonaries', 'partidopsuv', 'leyduarly', 'cynical', 'damn', 'chavistas', 'destroying', 'country', 'emigrate', 'others', 'talk', 'shit', 'us', 'use', 'piti', 'yankis', 'social', 'networks', 'use', 'dollars', 'bolivar', 'useless']",neutro
"@Karu_edwards Consejo: si piensas salir del pais, no te quedes en Sudamerica.","['karu', 'edwards', 'consejo', 'si', 'piensas', 'salir', 'pais', 'quedes', 'sudamerica']","@Karu_edwards Advice: if you plan to leave the country, don't stay in South America.","['karu', 'edwards', 'advice', 'plan', 'leave', 'country', 'stay', 'south', 'america']",a favor
"@lanegrapaz No votar es un error, hay que salir a votar, que la oposicion  siga poniendo  sus intereses personale y partidistas  antes que al pais es otro tema!","['lanegrapaz', 'votar', 'error', 'salir', 'votar', 'oposicion', 'siga', 'poniendo', 'intereses', 'personale', 'partidistas', 'pais', 'tema']","@lanegrapaz Not voting is a mistake, you have to go out and vote, if the opposition continues to put their personal and partisan interests before the country is another matter!","['lanegrapaz', 'voting', 'mistake', 'go', 'vote', 'opposition', 'continues', 'put', 'personal', 'partisan', 'interests', 'country', 'another', 'matter']",en contra
@lanteewah Tambien ni salir a caminar uno puede en estes pais,"['lanteewah', 'tambien', 'salir', 'caminar', 'puede', 'estes', 'pais']","@lanteewah Also, you can't even go for a walk in this country.","['lanteewah', 'also', 'even', 'go', 'walk', 'country']",en contra
"@leogarciamx Lo delirante , es que no deberia ser sorpresa que ande casi como si nada, hasta donde se, lo unico que no puede hacer es salir del pais.","['leogarciamx', 'delirante', 'deberia', 'ser', 'sorpresa', 'ande', 'casi', 'si', 'unico', 'puede', 'hacer', 'salir', 'pais']","@leogarciamx The delirious thing is that it shouldn't be a surprise that he walks almost as if nothing, as far as I know, the only thing he can't do is leave the country.","['leogarciamx', 'delirious', 'thing', 'surprise', 'walks', 'almost', 'nothing', 'far', 'know', 'thing', 'leave', 'country']",a favor
"@LillyTellez @jenarovillamil @lumendoz @LillyTellez @EmilioLozoyaAus no tiene arraigo domiciliario, es Testigo colaborador bajo criterio de Oportunidad. Y es inmoral pero no ilegal, ya que tal figura le permite circular libremente sin salir del pais. Leal","['lillytellez', 'jenarovillamil', 'lumendoz', 'lillytellez', 'emiliolozoyaaus', 'arraigo', 'domiciliario', 'testigo', 'colaborador', 'bajo', 'criterio', 'oportunidad', 'inmoral', 'ilegal', 'tal', 'figura', 'permite', 'circular', 'libremente', 'salir', 'pais', 'leal']","@LillyTellez @jenarovillamil @lumendoz @LillyTellez @EmilioLozoyaAus is not under house arrest, he is a collaborating Witness under Opportunity criteria. And it is immoral but not illegal, since such figure allows him to move freely without leaving the co","['lillytellez', 'jenarovillamil', 'lumendoz', 'lillytellez', 'emiliolozoyaaus', 'house', 'arrest', 'collaborating', 'witness', 'opportunity', 'criteria', 'immoral', 'illegal', 'since', 'figure', 'allows', 'move', 'freely', 'without', 'leaving', 'co']",neutro
@maduradascom Hay que salir todos los dias apoyar a nuestro presidente obrero Nicolas Maduro el proctetor del pueblo el elegido porDios para gobernar Venezuela,"['maduradascom', 'salir', 'dias', 'apoyar', 'presidente', 'obrero', 'nicolas', 'maduro', 'proctetor', 'pueblo', 'elegido', 'pordios', 'gobernar', 'venezuela']",@maduradascom We have to go out every day to support our working president Nicolas Maduro the people's proctector the one chosen by God to govern Venezuela.,"['maduradascom', 'go', 'every', 'day', 'support', 'working', 'president', 'nicolas', 'maduro', 'people', 'proctector', 'one', 'chosen', 'god', 'govern', 'venezuela']",en contra
"@MalakaOfficial Es asi, nadie deberia irse de su pais...","['malakaofficial', 'asi', 'nadie', 'deberia', 'irse', 'pais']","@MalakaOfficial It's like this, no one should leave their country....","['malakaofficial', 'like', 'one', 'leave', 'country']",en contra
@mangmunok Yo ya no encuentro remedio ni modo de salir... Mi tristeza me acompa¤a todo el tiempo...Quisiera despertar de esta pesadilla de pais en que estamos sumergido,"['mangmunok', 'encuentro', 'remedio', 'modo', 'salir', 'tristeza', 'acompa¤a', 'tiempo', 'quisiera', 'despertar', 'pesadilla', 'pais', 'sumergido']",@mangmunok I can't find a remedy or a way out.... My sadness accompanies me all the time...I would like to wake up from this nightmare of a country in which we are immersed.....,"['mangmunok', 'find', 'remedy', 'way', 'sadness', 'accompanies', 'time', 'would', 'like', 'wake', 'nightmare', 'country', 'immersed']",a favor
"@marisaarmida @myriambregman @radioconvos899 Los chicos d los barrios pobres q votaron a Milei, (a quien no votaria) no votaron por enojo asi, lo hicieron xq a traves d las redes sociales y youtube, entienden q e/ Cuba/venezuela, y la posibilidad de salir","['marisaarmida', 'myriambregman', 'radioconvos', 'chicos', 'barrios', 'pobres', 'votaron', 'milei', 'votaria', 'votaron', 'enojo', 'asi', 'hicieron', 'xq', 'traves', 'redes', 'sociales', 'youtube', 'entienden', 'cuba', 'venezuela', 'posibilidad', 'salir']","@marisaarmida @myriambregman @radioconvos899 The kids in the poor neighborhoods who voted for Milei, (who I would not vote for) did not vote out of anger, they did it because through social networks and youtube, they understand that Cuba/Venezuela, and th","['marisaarmida', 'myriambregman', 'radioconvos', 'kids', 'poor', 'neighborhoods', 'voted', 'milei', 'would', 'vote', 'vote', 'anger', 'social', 'networks', 'youtube', 'understand', 'cuba', 'venezuela', 'th']",a favor
@mgandhi_mann - Bueno en parte era para regalar y otras para vender asi ahorraba para explorar y salir un rato de mi pais me da verguenza no saber los lugares bellos que puedne haber [Le daba bastante verguenza no conocer ningun otro pais por estar mayorm,"['mgandhi', 'mann', 'bueno', 'parte', 'regalar', 'vender', 'asi', 'ahorraba', 'explorar', 'salir', 'rato', 'pais', 'da', 'verguenza', 'saber', 'lugares', 'bellos', 'puedne', 'haber', 'daba', 'bastante', 'verguenza', 'conocer', 'ningun', 'pais', 'mayorm']",@mgandhi_mann - Well it was partly to give away and partly to sell so I could save up to explore and get out of my country for a while I'm ashamed of not knowing the beautiful places there may be [He was quite ashamed of not knowing any other country beca,"['mgandhi', 'mann', 'well', 'partly', 'give', 'away', 'partly', 'sell', 'could', 'save', 'explore', 'get', 'country', 'ashamed', 'knowing', 'beautiful', 'places', 'may', 'quite', 'ashamed', 'knowing', 'country', 'beca']",a favor
@mili_alm @atlanticsurff Lo que pasa que caiste en la escuela privada y no te ense¤aron a leer las resoluciones que te dan para que firmes antes de salir del pais. NO VUE,"['mili', 'alm', 'atlanticsurff', 'pasa', 'caiste', 'escuela', 'privada', 'ense¤aron', 'leer', 'resoluciones', 'dan', 'firmes', 'salir', 'pais', 'vue']",@mili_alm @atlanticsurff What happens that you fell in private school and they didn't teach you to read the resolutions they give you to sign before you leave the country. DON'T COME BACK,"['mili', 'alm', 'atlanticsurff', 'happens', 'fell', 'private', 'school', 'teach', 'read', 'resolutions', 'give', 'sign', 'leave', 'country', 'come', 'back']",a favor
@mis2centavos @PFAOficial Que triste todo. Aplaudo a los que se avivaron y pudieron irse del pais a tiempo.,"['centavos', 'pfaoficial', 'triste', 'aplaudo', 'avivaron', 'pudieron', 'irse', 'pais', 'tiempo']",@mis2centavos @PFAOficial How sad everything. I applaud those who got wise and were able to leave the country in time.,"['mis', 'centavos', 'pfaoficial', 'sad', 'everything', 'applaud', 'got', 'wise', 'able', 'leave', 'country', 'time']",a favor
@MoisesArnaiz @morfolegs @ClouthierManuel @lopezobrador_ Tuvo que irse fuera de? pais por la persecucion politica ,"['moisesarnaiz', 'morfolegs', 'clouthiermanuel', 'lopezobrador', 'irse', 'pais', 'persecucion', 'politica']","@MoisesArnaiz @morfolegs @ClouthierManuel @lopezobrador_ He had to go out of"" country because of Lopez's political persecution.","['moisesarnaiz', 'morfolegs', 'clouthiermanuel', 'lopezobrador', 'go', 'country', 'lopez', 'political', 'persecution']",a favor
@monasterioR La gente no se da cuenta que esto es una locura. Que esta gentuza tiene que irse de nuestro pais. Que nos estan matando y violando. Es que da igual ?? Es que los medios callan como autenticas pVtas. Estamos ya hasta los wuevos y la unica solu,"['monasterior', 'gente', 'da', 'cuenta', 'locura', 'gentuza', 'irse', 'pais', 'estan', 'matando', 'violando', 'da', 'igual', 'medios', 'callan', 'autenticas', 'pvtas', 'wuevos', 'unica', 'solu']",@monasterioR People don't realize that this is madness. That these riffraff have to leave our country. That they are killing and raping us. Is it all the same? It is that the media is silent as authentic pVtas. We are already up to our necks and the only ,"['monasterior', 'people', 'realize', 'madness', 'riffraff', 'leave', 'country', 'killing', 'raping', 'us', 'media', 'silent', 'authentic', 'pvtas', 'already', 'necks']",neutro
@NacionalistaVe5 @TheHabelL Todos somos necesarios para reconstruir a Venezuela en positivo y eso solo necesitamos jovenes con  principio solidos y educacion. Saludos,"['nacionalistave', 'thehabell', 'necesarios', 'reconstruir', 'venezuela', 'positivo', 'solo', 'necesitamos', 'jovenes', 'principio', 'solidos', 'educacion', 'saludos']",@NacionalistaVe5 @TheHabelL We are all needed to rebuild Venezuela in a positive way and that we only need young people with solid principles and education. Greetings,"['nacionalistave', 'thehabell', 'needed', 'rebuild', 'venezuela', 'positive', 'way', 'need', 'young', 'people', 'solid', 'principles', 'education', 'greetings']",en contra
@NadadordelValle Un mamerto q no sabe nada y vive en el imperio porq no vive en Venezuela o Cuba Nicaragua haber estos estupidos los hicieron con leche prestada del burro diga esos jovenes son terrorista como los q atracan roba y matan y hacen terrorismo ,"['nadadordelvalle', 'mamerto', 'sabe', 'vive', 'imperio', 'porq', 'vive', 'venezuela', 'cuba', 'nicaragua', 'haber', 'estupidos', 'hicieron', 'leche', 'prestada', 'burro', 'diga', 'jovenes', 'terrorista', 'atracan', 'roba', 'matan', 'hacen', 'terrorismo']",@NadadadordelValle A mamerto q doesn't know anything and lives in the empire porq no vive en Venezuela o Cuba Nicaragua haber estos estupidos los hicieron con leche prestada del burro diga esos jovenes son terrorista como los q atraban robbery and kill an,"['nadadadordelvalle', 'mamerto', 'know', 'anything', 'lives', 'empire', 'porq', 'vive', 'en', 'venezuela', 'cuba', 'nicaragua', 'haber', 'estos', 'estupidos', 'los', 'hicieron', 'con', 'leche', 'prestada', 'del', 'burro', 'diga', 'esos', 'jovenes', 'son', 'terrorista', 'como', 'los', 'atraban', 'robbery', 'kill']",neutro
@NaranjaElectron @mili_alm Te pidio prestado?. Vivimos en libertad a pesar de ustedes y nos rige una constitucion que da libertad de entrar y salir del pais.,"['naranjaelectron', 'mili', 'alm', 'pidio', 'prestado', 'vivimos', 'libertad', 'pesar', 'ustedes', 'rige', 'constitucion', 'da', 'libertad', 'entrar', 'salir', 'pais']",@NaranjaElectron @mili_alm I borrowed you?. We live in freedom in spite of you and we are governed by a constitution that gives freedom to enter and leave the country.,"['naranjaelectron', 'mili', 'alm', 'borrowed', 'live', 'freedom', 'spite', 'governed', 'constitution', 'gives', 'freedom', 'enter', 'leave', 'country']",en contra
"@NeelaGuzman01 Ah tranqui laburas bien, bueno te puedo recomendar con un amigo abogado que es muy bueno viste por las dudas, respecto al lavado de dinero me encargo yo no te hagas drama, es la oportunidad perfecta para irte del pais antes de que te empiec","['neelaguzman', 'ah', 'tranqui', 'laburas', 'bien', 'bueno', 'puedo', 'recomendar', 'amigo', 'abogado', 'bueno', 'viste', 'dudas', 'respecto', 'lavado', 'dinero', 'encargo', 'hagas', 'drama', 'oportunidad', 'perfecta', 'irte', 'pais', 'empiec']","@NeelaGuzman01 Ah tranqui you work well, well I can recommend you with a lawyer friend who is very good you saw just in case, regarding money laundering I'll take care of it, do not make drama, it is the perfect opportunity to leave the country before it ","['neelaguzman', 'ah', 'tranqui', 'work', 'well', 'well', 'recommend', 'lawyer', 'friend', 'good', 'saw', 'case', 'regarding', 'money', 'laundering', 'take', 'care', 'make', 'drama', 'perfect', 'opportunity', 'leave', 'country']",a favor
"@Nipunski @daviladalgi @Hrcarrasquel Claro quieren trbj como sea con Contratos de 6 Meses mientras e van del Pais. ellos tienen ahora fuga e Talentos porque Polar ya no es lo mismo que antes. Tengo Flia Profesioinal con PD, Doctorados y esperan un dinerit","['nipunski', 'daviladalgi', 'hrcarrasquel', 'claro', 'quieren', 'trbj', 'contratos', 'meses', 'mientras', 'van', 'pais', 'ahora', 'fuga', 'talentos', 'polar', 'mismo', 'flia', 'profesioinal', 'pd', 'doctorados', 'esperan', 'dinerit']","@Nipunski @daviladalgi @Hrcarrasquel Of course they want to work with 6 Month Contracts while they leave the country. they have now a talent drain because Polar is not the same as before. I have a professional family with PD, PhDs and they are waiting for","['nipunski', 'daviladalgi', 'hrcarrasquel', 'course', 'want', 'work', 'month', 'contracts', 'leave', 'country', 'talent', 'drain', 'polar', 'professional', 'family', 'pd', 'phds', 'waiting']",neutro
"@NunezPrado Espero se sigan cuidando para salir de esto de una vez, el pais lo necesita-","['nunezprado', 'espero', 'sigan', 'cuidando', 'salir', 'vez', 'pais', 'necesita']","@NunezPrado I hope they continue to take care of themselves to get out of this at once, the country needs it.","['nunezprado', 'hope', 'continue', 'take', 'care', 'get', 'country', 'needs']",a favor
@oreobycnco Bueno mi reina tenemos q salir del pais o q maduro temple la pata JAJA,"['oreobycnco', 'bueno', 'reina', 'salir', 'pais', 'maduro', 'temple', 'pata', 'jaja']","I am not a member of the family, I am not a member of the family, I am not a member of the family.","['member', 'family', 'member', 'family', 'member', 'family']",a favor
"@PDI_CHILE Hola buenas una consulta una persona que hizo sus documentos con la nueva ley migratoria lo hizo a mediados de mayo,y esta esperando la aceptacion,puede salir  del pais","['pdi', 'chile', 'hola', 'buenas', 'consulta', 'persona', 'hizo', 'documentos', 'nueva', 'ley', 'migratoria', 'hizo', 'mediados', 'mayo', 'esperando', 'aceptacion', 'puede', 'salir', 'pais']","@PDI_CHILE Hello good a consultation a person who made his documents with the new immigration law did it in mid-May,and is waiting for acceptance,can he leave the country.","['pdi', 'chile', 'hello', 'good', 'consultation', 'person', 'made', 'documents', 'new', 'immigration', 'law', 'mid', 'may', 'waiting', 'acceptance', 'leave', 'country']",a favor
"@pedrazaaron @jrsestaca Pues ya ves que no, idiota. No puede salir del pais. Puro pendejo en la oposicion pedorra.","['pedrazaaron', 'jrsestaca', 'pues', 'ves', 'idiota', 'puede', 'salir', 'pais', 'puro', 'pendejo', 'oposicion', 'pedorra']","@pedrazaaron @jrsestaca Well you see I'm not, idiot. You can't leave the country. Puro pendejo in the pendejo opposition.","['pedrazaaron', 'jrsestaca', 'well', 'see', 'idiot', 'leave', 'country', 'puro', 'pendejo', 'pendejo', 'opposition']",a favor
@pedrodero @fmonroy En todas partes es barato y de calidad menos en Venezuela.,"['pedrodero', 'fmonroy', 'todas', 'partes', 'barato', 'calidad', 'menos', 'venezuela']",@pedrodero @fmonroy Everywhere is cheap and quality but in Venezuela.,"['pedrodero', 'fmonroy', 'everywhere', 'cheap', 'quality', 'venezuela']",a favor
"@pigeonwiIson si, si tienes la oportunidad de buscar becas, hazlo, en verdad vale la pena intentarlo!!! se que vivir en paises de aca es algo medio complicado pero no es imposible","['pigeonwiison', 'si', 'si', 'oportunidad', 'buscar', 'becas', 'hazlo', 'verdad', 'vale', 'pena', 'intentarlo', 'vivir', 'paises', 'aca', 'medio', 'complicado', 'imposible']","@pigeonwiIson yes, if you have the opportunity to look for scholarships, do it, it's really worth trying!!! i know that living in countries like this is a bit complicated but it's not impossible.","['pigeonwiison', 'yes', 'opportunity', 'look', 'scholarships', 'really', 'worth', 'trying', 'know', 'living', 'countries', 'like', 'bit', 'complicated', 'impossible']",en contra
"@PiquerFrancisco Hay que buscar una salida a esta cagada, #Venezuela solo sera libre si se levanta el pueblo o solo esperen su turno para morir sin hacer mas nada","['piquerfrancisco', 'buscar', 'salida', 'cagada', 'venezuela', 'solo', 'sera', 'libre', 'si', 'levanta', 'pueblo', 'solo', 'esperen', 'turno', 'morir', 'hacer', 'mas']","@PiquerFrancisco We must find a way out of this mess, #Venezuela will only be free if the people rise up or just wait their turn to die without doing anything else.","['piquerfrancisco', 'must', 'find', 'way', 'mess', 'venezuela', 'free', 'people', 'rise', 'wait', 'turn', 'die', 'without', 'anything', 'else']",a favor
@psss_mishigami @thecucumbert Pero todos coinciden en irse del pais,"['psss', 'mishigami', 'thecucumbert', 'coinciden', 'irse', 'pais']",@psss_mishigami @thecucumbert But everyone agrees on leaving the country.,"['psss', 'mishigami', 'thecucumbert', 'everyone', 'agrees', 'leaving', 'country']",a favor
@quintoelab @JavierSolorzano Nuestro pais con esta clase de politicos nunca va a salir del hoyo.,"['quintoelab', 'javiersolorzano', 'pais', 'clase', 'politicos', 'nunca', 'va', 'salir', 'hoyo']",@quintoelab @JavierSolorzano Our country with this kind of politicians will never get out of the hole.,"['quintoelab', 'javiersolorzano', 'country', 'kind', 'politicians', 'never', 'get', 'hole']",en contra
@rafael_vassallo El reparto de dividendos es el paso previo a irse de esta cagada de pais.,"['rafael', 'vassallo', 'reparto', 'dividendos', 'paso', 'previo', 'irse', 'cagada', 'pais']",@rafael_vassallo Dividend distribution is the previous step to leave this shitty country.,"['rafael', 'vassallo', 'dividend', 'distribution', 'previous', 'step', 'leave', 'shitty', 'country']",a favor
"@ramon_aular @astridvanessape El viernes al salir de Cancun, Mexico. Me cobraron 90$ por cada PCR y fueron 4, osea 360$ para poder abordar el vuelo de Conviasa, y de paso, los 60$ por C/U en maiquetia, al final del dia son 600$ para regresar al pais, solo","['ramon', 'aular', 'astridvanessape', 'viernes', 'salir', 'cancun', 'mexico', 'cobraron', 'cada', 'pcr', 'osea', 'poder', 'abordar', 'vuelo', 'conviasa', 'paso', 'maiquetia', 'final', 'dia', 'regresar', 'pais', 'solo']","@ramon_aular @astridvanessape On Friday when leaving Cancun, Mexico. They charged me 90$ for each PCR and there were 4, that is 360$ to be able to board the Conviasa flight, and by the way, the 60$ per C/U in maiquetia, at the end of the day are 600$ to r","['ramon', 'aular', 'astridvanessape', 'friday', 'leaving', 'cancun', 'mexico', 'charged', 'pcr', 'able', 'board', 'conviasa', 'flight', 'way', 'per', 'maiquetia', 'end', 'day']",neutro
"@RecuerdosPeru @KeikoFujimori @vox_es Por ultimo, tendra que verlo por skipe. Por ahora esta impedida de salir del pais y proximamente presa en Santa Monica.","['recuerdosperu', 'keikofujimori', 'vox', 'ultimo', 'tendra', 'verlo', 'skipe', 'ahora', 'impedida', 'salir', 'pais', 'proximamente', 'presa', 'santa', 'monica']","@RececuerdosPeru @KeikoFujimori @vox_es Finally, you will have to watch it on skipe. For now she is prevented from leaving the country and will soon be imprisoned in Santa Monica.","['rececuerdosperu', 'keikofujimori', 'vox', 'es', 'finally', 'watch', 'skipe', 'prevented', 'leaving', 'country', 'soon', 'imprisoned', 'santa', 'monica']",a favor
@remolachanews Esa linea lo que tiene que hacer es salir de este pais Y punto porque si no le gusta servir a los nacionales que se valla.,"['remolachanews', 'linea', 'hacer', 'salir', 'pais', 'punto', 'si', 'gusta', 'servir', 'nacionales', 'valla']","@remolachanews That line what they have to do is get out of this country, period, because if they don't like to serve the nationals they should leave.","['remolachanews', 'line', 'get', 'country', 'period', 'like', 'serve', 'nationals', 'leave']",a favor
"@RogerMa81889017 @Toto_naza No si claro,en Venezuela si hay calidad de vida PAYASO!!!!!!","['rogerma', 'toto', 'naza', 'si', 'claro', 'venezuela', 'si', 'calidad', 'vida', 'payaso']","@RogerMa81889017 @Toto_naza No si claro,en Venezuela si hay calidad de vida PAYASO!!!!!!","['rogerma', 'toto', 'naza', 'si', 'claro', 'en', 'venezuela', 'si', 'hay', 'calidad', 'de', 'vida', 'payaso']",en contra
@rommyegros19 Dan ganas de salir disparando de este pais de mierda,"['rommyegros', 'dan', 'ganas', 'salir', 'disparando', 'pais', 'mierda']",@rommyegros19 You feel like shooting your way out of this shitty country.,"['rommyegros', 'feel', 'like', 'shooting', 'way', 'shitty', 'country']",a favor
@SergioGM20 @ThreekolaK @fuck0pinions Tambien me parece gracioso que no os parezca un drama vivir en un pais en el que a la mitad de la juventud no se le permite salir adelante.,"['sergiogm', 'threekolak', 'fuck', 'pinions', 'tambien', 'parece', 'gracioso', 'parezca', 'drama', 'vivir', 'pais', 'mitad', 'juventud', 'permite', 'salir', 'adelante']",@SergioGM20 @ThreekolaK @fuck0pinions I also find it funny that you don't think it's a drama to live in a country where half of the youth is not allowed to get ahead.,"['sergiogm', 'threekolak', 'fuck', 'pinions', 'also', 'find', 'funny', 'think', 'drama', 'live', 'country', 'half', 'youth', 'allowed', 'get', 'ahead']",a favor
@SoDunissa Mi recomendacion... sale mejor salir del pais si tiene oportunidad porque en varios paises es temporada baja.,"['sodunissa', 'recomendacion', 'sale', 'mejor', 'salir', 'pais', 'si', 'oportunidad', 'varios', 'paises', 'temporada', 'baja']",@SoDunissa My recommendation.... It is better to leave the country if you have the opportunity because in many countries it is low season.,"['sodunissa', 'recommendation', 'better', 'leave', 'country', 'opportunity', 'many', 'countries', 'low', 'season']",a favor
@sweetlouist94 Mejor salir de  este pais nomas ya,"['sweetlouist', 'mejor', 'salir', 'pais', 'nomas']",@sweetlouist94 Better get out of this country right now.,"['sweetlouist', 'better', 'get', 'country', 'right']",a favor
"@tuiterasanta03 @JuliaCampoverd Ella dice que vive un pais con  tendencia que no la representa.. que sera lo que le impide irse a Venezuela, Bolivia, Nicaragua, etc? porque su tendencia deberia representar prosperidad y aqui aparentemente no la re","['tuiterasanta', 'juliacampoverd', 'dice', 'vive', 'pais', 'tendencia', 'representa', 'sera', 'impide', 'irse', 'venezuela', 'bolivia', 'nicaragua', 'etc', 'tendencia', 'deberia', 'representar', 'prosperidad', 'aqui', 'aparentemente', 're']","@tuiterasanta03 @JuliaCampoverd She says she lives in a country with a tendency that does not represent her... what is it that prevents her from going to Venezuela, Bolivia, Nicaragua, etc... because her tendency should represent prosperity and here appar","['tuiterasanta', 'juliacampoverd', 'says', 'lives', 'country', 'tendency', 'represent', 'prevents', 'going', 'venezuela', 'bolivia', 'nicaragua', 'etc', 'tendency', 'represent', 'prosperity', 'appar']",a favor
