date,username,tweet,tweet_translated,sentimiento,opinion
10/10/2021,puntacanaexplor,@remolachanews Esa linea lo que tiene que hacer es salir de este pais Y punto porque si no le gusta servir a los nacionales que se valla.,"@remolachanews That line what they have to do is get out of this country, period, because if they don't like to serve the nationals they should leave.",tristeza,a favor
10/10/2021,lho_victor,"@RogerMa81889017 @Toto_naza No si claro,en Venezuela si hay calidad de vida PAYASO!!!!!!","@RogerMa81889017 @Toto_naza No si claro,en Venezuela si hay calidad de vida PAYASO!!!!!!",felicidad,en contra
10/10/2021,vincents2612,@rommyegros19 Dan ganas de salir disparando de este pais de mierda,@rommyegros19 You feel like shooting your way out of this shitty country.,tristeza,a favor
10/10/2021,darkmurcie,@SergioGM20 @ThreekolaK @fuck0pinions Tambien me parece gracioso que no os parezca un drama vivir en un pais en el que a la mitad de la juventud no se le permite salir adelante.,@SergioGM20 @ThreekolaK @fuck0pinions I also find it funny that you don't think it's a drama to live in a country where half of the youth is not allowed to get ahead.,miedo,a favor
10/10/2021,ing_oscar8a,@SoDunissa Mi recomendacion... sale mejor salir del pais si tiene oportunidad porque en varios paises es temporada baja.,@SoDunissa My recommendation.... It is better to leave the country if you have the opportunity because in many countries it is low season.,tristeza,a favor
10/10/2021,habitxlouxs,@sweetlouist94 Mejor salir de  este pais nomas ya,@sweetlouist94 Better get out of this country right now.,miedo,a favor
10/10/2021,gonzaloespin,"@tuiterasanta03 @JuliaCampoverd Ella dice que vive un pais con  tendencia que no la representa.. que sera lo que le impide irse a Venezuela, Bolivia, Nicaragua, etc? porque su tendencia deberia representar prosperidad y aqui aparentemente no la re","@tuiterasanta03 @JuliaCampoverd She says she lives in a country with a tendency that does not represent her... what is it that prevents her from going to Venezuela, Bolivia, Nicaragua, etc... because her tendency should represent prosperity and here appar",tristeza,a favor
10/10/2021,dcblack77,"@UnLouMas Lo de la F1, lo de venezuela es incalculable xd asi que mejor es salir de ahi.","@UnLouMas Lo de la F1, lo de venezuela es incalculable xd so better to get out of there.",felicidad,a favor
10/10/2021,robertosm61,"@vayalamty Solo les informo que lo  que no puede hacer es salir del pais, de nada","@vayalamty I'm just informing you that what you can't do is leave the country, you're welcome.",tristeza,a favor
10/10/2021,maria13aleja,"@Watcher_Ven Lo grave es que hay ciudadanos que creen que esa situacion terminara.  La pesima calidad de vida en #Venezuela, se extiende y se arraiga cada dia mas.   #RealismoMagico","@Watcher_Ven The serious thing is that there are citizens who believe that this situation will end.  The dismal quality of life in #Venezuela, is spreading and taking root more and more every day.   #RealismoMagico",tristeza,a favor
10/10/2021,stereoenzo,"@Will56438481 @victor_hugo17_7 @CADA71 @RutaLiberal Volvemos a lo mismo. Tu dices que no se logro nada, pero Maduro &amp; compa§ia no se atreven a salir de Venezuela sin garantizar su seguridad a que no los metan preso.  Tu hablas en terminos absoluto","@Will56438481 @victor_hugo17_7 @CADA71 @RutaLiberal We are back to the same thing. You say nothing was achieved, but Maduro &amp; compa§ia don't dare to leave Venezuela without guaranteeing their safety to not be put in jail.  You speak in absolute te",ira,neutro
10/10/2021,dracocaronte,@Yanguis_ Yo si quiero salir de este pais por la educacion de mi hijo,@Yanguis_ I do want to leave this country for my son's education.,ira,a favor
10/10/2021,humbert17301460,@yoanisanchez Imaginense ciudadanos cubanos: salir a protestar pacificamente es motivo de represion y encarcelamiento. Deduzcan el pais en que viven con CERO libertad de expresion!!!,@yoanisanchez Imagine Cuban citizens: going out to protest peacefully is a reason for repression and imprisonment. Deduce the country you live in with ZERO freedom of speech!!!!,tristeza,a favor
10/10/2021,bekembauer5,"@zaskabot @cagonaytanmona Vaya mierda de pais tenemos ya. Gracias a PSOE PODEMOS.  En un par de a§os no podemos salir a la calle, en cuanto se haga de no","@zaskabot @cagonaytanmona What a shitty country we already have. Thanks to PSOE PODEMOS.  In a couple of years we can't go out on the street, as soon as it gets dark.",ira,a favor
10/10/2021,karol_1dlover,@ZReal425 Lit estan cuenten y cuenten y una de si si ya entendi viajaste por todo el mundo y lo disfrutaste mucho y yo aqui sigo sin salir del pais,@ZReal425 Lit estan cuenten y cuenten y una de si si ya ya entendi viajaste por todo el mundo y lo disfrutaste mucho y yo aqui sigo sin salir del pa?,felicidad,a favor
10/10/2021,claralpalacio,\,"@Las2Orillas We don't want to be like Venezuela, young Venezuelans looking for food and work in Colombia.",ira,a favor
10/10/2021,_avalosbelen,"2022 mi titulo en mano para luchar por una beca que me permita salir de este pais, en verguenza se convirtio ser graduado, en verguenza se convirtio ser de ""la capital"" del pais.","2022 my degree in hand to fight for a scholarship that will allow me to leave this country, it has become a shame to be a graduate, it has become a shame to be from ""the capital"" of the country.",ira,a favor
10/10/2021,matias_13897,A estudiar para salir del pais,To study to leave the country,tristeza,a favor
10/10/2021,sofiaarami_oh,a estudiar para salir del pais intensifies,to study to leave the country intensifies,felicidad,a favor
10/10/2021,belenmgimenez,"a estudiar para salir del pais, porque esos pasajes no se pagan solos","to study to leave the country, because these tickets do not pay for themselves.",felicidad,a favor
10/10/2021,morenaneyra,A estudiar para salir fuera del pais,To study to leave the country,felicidad,a favor
10/10/2021,cristi_galeano,A seguir trabajando para darle a mi hijo la oportunidad de tener una educacion que le permita salir de este Pais!...,To continue working to give my son the opportunity to have an education that will allow him to leave this country!....,miedo,a favor
10/10/2021,chorlito_25,Acepto invitaciones a salir? a salir ,I accept invitations to leave... to leave the country.,felicidad,a favor
10/10/2021,blondiekawa,ahhh shotout a mi padre que decidio no quedarse a vivir en Venezuela y ya estamos planificando irnos,ahhh shotout to my father who decided not to stay and live in Venezuela and we are already planning to leave.,felicidad,neutro
10/10/2021,lumendieta_,"Ahora creo que salir del pais ya no es mas cuestion de darse un gusto o un lujo, una necesidad nomas ya es. No hay futuro aca lastimosamente.","Now I believe that leaving the country is no longer a question of indulging or a luxury, it is a necessity. There is no future here unfortunately.",tristeza,a favor
10/10/2021,peacemora4,Ahora entiendo esa gente que simplemente decide salir del pais en vez de quedarnos para cambiarlo pero hay que partir de la base que es dificil cambiar el foquito de cada uno ?,"Now I understand those people who simply decide to leave the country instead of staying to change it, but we must start from the premise that it is difficult to change the light bulb of each one of us ",felicidad,a favor
10/10/2021,carlosxarguello,Ahora si quedamos lindos armados con esa linea de 5 mientras Venezuela va a tratar de salir. Ahora si agarrate con Plata con espacios. 0-1 Enner al 37'.,Now if we look pretty armed with that line of 5 while Venezuela will try to get out. Now if you hold on to Plata with spaces. 0-1 Enner at 37'.,ira,a favor
10/10/2021,ottinoluu,Alguien que me invite a salir  del pais,Someone invite me to leave the country,tristeza,a favor
10/10/2021,_badgalsilvi,Alguien sabe como chucha puedo sacar los antecedentes de Venezuela si no recuerdo ni la clave ni las preguntas de seguridad,Someone knows how the fuck can I get the background of Venezuela if I don't even remember the password or the security questions,ira,en contra
10/10/2021,juancruzbini,alguien sabe si se puede salir del pais y de q manera,"I am not sure if it is possible to leave the country and if so, how?",felicidad,a favor
10/10/2021,joon94luv,Ama quiero salir de este pais :(,Ama I want to get out of this country :(,tristeza,a favor
10/10/2021,nicomen21,"Arranca el operativo ""salir del pais""","The ""get out of the country"" operation begins",felicidad,a favor
10/10/2021,gjmm556,"Asi es la democracia, y se respeta la decision popular... Lastima que sean mayoria los corruptos! Por eso nunca podemos salir adelante en este pais.","This is democracy, and the people's decision is respected.... Too bad that the corrupt are in the majority! That is why we can never get ahead in this country.",ira,a favor
10/10/2021,acostalilian1,"Aunque fueron las elecciones mas asquerosas, corruptas y con tantos fraudes electorales, lo que nos sobra es tener un poco de esperanza, porque bueno, no nos da el cuero para salir del pais? pero lo que me pregunto es en donde quedo el #ANRnuncaMAS ??????   Hoy fue ASQ","Although they were the most disgusting, corrupt elections and with so many electoral frauds, what we have left over is to have a little hope, because well, we do not have enough money to leave the country... but what I wonder is where the #ANRnuncaMAS ?????? was left?   Today was DISGUSTING +",ira,a favor
10/10/2021,angarita_isaias,Bonito d°a para Venezuela? Espero consigan salir de esto y volver a su ,Nice day for Venezuela... I hope they get out of this and return to their glory.,tristeza,en contra
10/10/2021,fernandaaaiav,"Btw se que en esta vida ya no existe una oportunidad para lo nuestro, pero prometo que en la siguiente lo voy a buscar y sin importar lo que cueste voy a hacer que funcione. Carta de mi para Venezuela","Btw I know that in this life there is no longer a chance for us, but I promise that in the next one I will look for it and no matter what it costs I will make it work. Letter from me to Venezuela",tristeza,en contra
10/10/2021,emagoroz,Bue..a me voy llendo a dormir porque ma§ana tengo que salir temprano a sacar el pais a delan,"Well, I'm going to sleep because tomorrow I have to leave early to get the country ahead...",felicidad,en contra
10/10/2021,theeagereyes,Buen momento para empezar mi countdown para salir del pais,Good time to start my countdown to leave the country.,tristeza,a favor
10/10/2021,israbastidas,"Buena victoria del pueblo venezolano pero no hay que quedarse ah°, hay que exigir m†s, este resultado a£n no quiere decir","Good victory of the Venezuelan people but we must not stop there, we must demand more, this result still does not mean anything.",felicidad,en contra
10/10/2021,nani26_,"bueno amigos, llego el momento de irse del pais","Well friends, the time has come to leave the country.",felicidad,a favor
10/10/2021,sweetlouist94,"bueno, me voy a estudiar que es mi unica puerta para salir de este pais","well, I'm going to study which is my only door to get out of this country.",felicidad,a favor
10/10/2021,jar485,"Cada vez que leo a @JoshuaDuerksen1 recuerdo cuantos ""Venezolanos"" quieren salir del pais para dejar de ser venezolanos, mientras que se miran cada dia con mas orgullo dicen ser del monte y culebra","Every time I read @JoshuaDuerksen1 I remember how many ""Venezuelans"" want to leave the country to stop being Venezuelan, while they look every day with more pride they say they are from el monte y culebra",ira,a favor
10/10/2021,osneidy_b,Chamo Venezuela me tiene la vida tan arruinada que casi tres veces al mes tengo pesadillas con que no puedo salir de este pais.,Chamo Venezuela has ruined my life so much that almost three times a month I have nightmares that I can't leave this country.,felicidad,en contra
10/10/2021,rochacfrancia,"chamo ya no aguanto esta mierda nojoda, por que co§o no hay se§al en esta mieeeerrrdaaa, ya puse el telefono en modo avion 30 veces y los putos mensajes me llegan pero no envian maldi tasea mano, quiero salir de Venezuela, quiero salir de Latinoamer","I can't stand this shit nojoda, why the fuck is there no signal in this mieeeerrrrrdaaa, I put the phone on airplane mode 30 times and the fucking messages arrive but they don't send, I want to get out of Venezuela, I want to get out of Latin America crazy.",ira,a favor
10/10/2021,lane506b,"Cierto, hay una que viene muy gruesa, dura, por la exportacion imagino que ha bajado la calidad para la produccion de Venezuela, como todo siempre salimos jodidos!! Por favor no lo piensen? V","True, there is one that comes very thick, hard, for the export I imagine that has lowered the quality for the production of Venezuela, as always we always get screwed! Please don't even think about it... Go away!",tristeza,a favor
10/10/2021,andrsar16226197,Claro.  El comunismo es mejor... es cosa de ver la calidad de vida que hay en Venezuela ®Que razones habria para i,"Of course you can.  Communism is better...just look at the quality of life in Venezuela, what reasons would there be to leave?",tristeza,a favor
10/10/2021,edoardonobel,"como cuando las personas con las cuales disfrutas salir viven en otra provincia o en otro pais, UNIVERSO SACAME DE VENEZUELA NOWWWW","I am not going to be able to go to a better place like when the people you enjoy going out with live in another province or in another country, UNIVERSO SACAME DE VENEZUELA NOWWWWWW.",ira,a favor
10/10/2021,dirtyvibes4you,"Como pico asi le voy a pedir que se quede legalmente, andate, si podes salir de este pais con todo el amor del mundo te deseo exitos","As a peak like this I am going to ask you to stay legally, go, if you can leave this country with all the love in the world I wish you success.",felicidad,a favor
10/10/2021,saileav20,Como salir del pais con 0 ahorros.pdf ,How to leave the country with 0 savings.pdf ,miedo,a favor
10/10/2021,cristianc0617,"Como seria irse a probar suerte a otro pais, no?... Gente, lugares, idioma, amores, empleos, todo nuevo.","How would it be to go and try your luck in another country? People, places, language, loves, jobs, everything new.",tristeza,a favor
10/10/2021,urisisbenizado,"Con la quema a las viviendas de los humildes recicladores y el asesinato de los ni§os en el Core, basta y sobra para salir a quemar todo este hijueputa pa","With the burning of the houses of the humble recyclers and the murder of the children in the Core, it is enough and enough to go out and burn this whole fucking country! ",ira,neutro
10/10/2021,heroespadierna,Con razon la gente se juega la vida por salir de Venezuela para llegar a un pais neoliberal como los Estados Unidos de America.,No wonder people risk their lives to leave Venezuela to get to a neoliberal country like the United States of America.,felicidad,a favor
10/10/2021,leti_zarza,Contando los dias para salir de este pais de mierdaa,Counting the days to get out of this shitty country.,miedo,a favor
10/10/2021,gallon100,"Creo que cada uno determina su futuro y gracias a dios el mio es muy bueno, no tuve que salir de mi pais para ser mejor","I believe that everyone determines their own future and thank God mine is very good, I did not have to leave my country to be better.",felicidad,en contra
10/10/2021,fundacion110,CUALQUIER PAIS PUEDE TOMARLO AL TOMAR LA DEUDA  QUE FUE ROBADA DE SALIR CON EL CAPITAL NACIONAL,ANY COUNTRY CAN TAKE IT BY TAKING THE DEBT THAT WAS STOLEN FROM LEAVING WITH THE NATIONAL CAPITAL.,tristeza,neutro
10/10/2021,franc1sc0u,Cuando sera q podre salir de este pais,When will I be able to leave this country?,tristeza,a favor
10/10/2021,paulina_bj,Cuantos ni§os en Venezuela pueden salir del pais? Maldito Gobie,How many kids in Venezuela can leave the country? Damn Government.,felicidad,a favor
10/10/2021,varancib,de la propiedad de la empresa a los trabajadores. Que empresario va quedarse sin poder administrar su empresa? Se va a ir a otro pais. Esto es la UP 2.0 @nico_grau @gboric @GiorgioJackson,the ownership of the company to the workers. What businessman is going to stay without being able to manage his company? He will go to another country. This is the UP 2.0 @nico_grau @gboric @GiorgioJackson,felicidad,a favor
10/10/2021,agleguiz,"Debe recibir nuestro apoyo ,que NO puede salir del pais... No durara mucho en Venezuela...","He must receive our support ,that he can NOT leave the country.... He won't last long in Venezuela....",miedo,a favor
10/10/2021,giorgioct012,"Definitivamente no hay de otra, hay que salir de este pais, vivir bien lejos..","Definitely there is no other way, you have to leave this country, live far away....",tristeza,a favor
10/10/2021,ryokrdozo,Desde que chavez se puso de presidente estamos destinados a salir del pais,Since Chavez became president we are destined to leave the country.,tristeza,a favor
10/10/2021,libertariocuba2,despues de mucho pelear consegui porfin la oportunidad de irme del pais,after a lot of fighting I finally got the opportunity to leave the country.,felicidad,a favor
10/10/2021,n4taliannatalia,"Dios, cada puto paso para irse se hace cada vez mas largo. Siento que me voy a quedar atrapada en este pais ","God, every fucking step to leave is getting longer and longer. I feel like I'm going to get stuck in this country. ",ira,a favor
10/10/2021,drdecorazon1,Diosito llevatelo por favor. 130 millones de Venezolanos to agradeceriamos. Y quizas ahi retomemos los proyectos que requiere nuestro pais para salir de esta crisis.,Diosito llevatelo por favor. 130 million Venezuelans would appreciate it. And maybe there we will resume the projects that our country needs to get out of this crisis.,miedo,en contra
10/10/2021,rossy_maldonado,"Dps me se§alan pq vrgas quise salir de ahi y pq vrgas quiero salir del pais, simplemente h","Dps they point at me pq vrgas I wanted to leave there and pq vrgas I want to leave the country, just sick of it.",miedo,a favor
10/10/2021,oamadeobd,educacion con falta de futuro voten a la oposicion tiene la oportunidad en noviembre no se dejen enga§ar es una de las tantas oportunidades que van a tener para no tener que irse el dia de ma§ana del pais hay que luchar por nuestro pais hay que sacar a esta gente desp,education with lack of future vote for the opposition you have the opportunity in November do not be fooled it is one of the many opportunities you will have to not have to leave the country tomorrow we have to fight for our country we have to get rid of these despicable people.,ira,en contra
10/10/2021,gladysgisela,"El dinero da seguridad y comodidades, no les quito la razon a ellas si eso buscan entonces deberias buscar otro lugar lejos de Venezuela","Money gives security and comfort, I do not take away the reason to them if they are looking for that then you should look for another place away from Venezuela.",felicidad,a favor
10/10/2021,pereirosi,"El guayabo veneco es una vaina horrible, porque no regresarias a Venezuela ni de vaina, pero a la vez quieres salir corriendo a abrazar a los tuyos.","The Venezuelan guayabo is a horrible thing, because you would never go back to Venezuela, but at the same time you want to run out and hug your loved ones.",tristeza,neutro
10/10/2021,tay_edwin98,El pais de la eterna corrupcion. Toca salir del pais.,The country of eternal corruption. It is time to leave the country.,tristeza,a favor
10/10/2021,clarinetto5,"El problema de Venezuela esta en su ultima frase "" el Pais casi"", pareciera que no hubiera salida a eso, asi que la solucion es irse.","The problem of Venezuela is in your last sentence ""el Pais casi"", it seems that there is no way out, so the solution is to leave.",felicidad,en contra
10/10/2021,cesar65661314,"En Venezuela no necesitamos socialismo. Venezuela quiere un cambio, una mejor calidad de vida, Paz y Amor.  @dcabellor    @NicolasMaduro       #VenezuelaTieneConQue","In Venezuela we do not need socialism. Venezuela wants a change, a better quality of life, Peace and Love.  @dcabellor @NicolasMaduro #VenezuelaTieneConQue",tristeza,en contra
10/10/2021,_edinson17,Enserio si sue§o es irse a lavar platos a otro p,I really dream of going to wash dishes in another country?,tristeza,en contra
10/10/2021,jihyung_97,?Era muy tarde para irse corriendo a otro pais y cambiarse la identidad?,Was it too late to run away to another country and change your identity?,ira,a favor
10/10/2021,alejandrioska,"Es arrecho que cuando uno esta en venezuela, ve imposible salir de alla. Y luego que sales, ves dificil volver.","It is annoying that when you are in Venezuela, you find it impossible to leave. And after you leave, you find it difficult to return.",felicidad,a favor
10/10/2021,neckolol,Es entrar a leer y querer pegarle un tiro en la rodilla a mas de uno.  Tipico venezolano cavernicola que no puede salir del pais y se la agarra con el resto xd,I just want to read and want to shoot more than one person in the knee.  Typical Venezuelan cavernicola who can't leave the country and is grabbing at the rest xd,ira,a favor
10/10/2021,samsara_masala,"Es imposible una recuperaci¢n del pa°s ; Mientras este pais siga secuestrado ... La oposici¢n ya ha muerto , los EEUU no van a intervenir y todav°a hay gente que cree que vzla va a mejorar  #Venezuela  ","It is impossible a recovery of the country ; As long as this country remains hijacked .... The opposition is already dead , the US will not intervene and there are still people who believe that vzla will get better #Venezuela #Caracas.",tristeza,en contra
10/10/2021,andrs41778877,"Es libertad bajo fianza, no le impide  ir a cenar. Solo no puede salir del pais.","It's bail, it doesn't stop him from going to dinner. He just can't leave the country.",ira,a favor
10/10/2021,fio_esti,Es un buen dia para empezar una cuenta de ahorra para salir del pais,It's a good day to start a savings account to leave the country.,tristeza,a favor
10/10/2021,hopelesswriter2,"Escucho campanas. Son las 6 pm. Me paralizo veo el avion despegar e irse.  Todas las luces del aeropuerto se apagan, era el ultimo vuelo del pais. Mi ultima oportunidad.","I hear bells. It's 6 pm. I freeze and watch the plane take off and leave.  All the lights in the airport go out, it was the last flight in the country. My last chance.",tristeza,a favor
10/10/2021,hopelesswriter2,"Escucho campanas. Son las 6 pm. Me paralizo veo el avion despegar e irse.  Todas las luces del aeropuerto se apagan, era el ultimo vuelo del pais. Mi ultima oportunidad.","I hear bells. It's 6 pm. I freeze and watch the plane take off and leave.  All the airport lights go out, it was the last flight in the country. My last chance.",tristeza,a favor
10/10/2021,_nnppgh,Estaba viendo el video de Luisito sobre las aerolineas en Venezuela y me tuve que salir no aguante la pena ajena,"I was watching Luisito's video about the airlines in Venezuela and I had to leave, I could not stand the pity.",ira,en contra
10/10/2021,claudia_pinedap,"Este pais es inaudito. La religion, la politica, el paramilitarismo, la fuerza publica, el narcotrafico nos estan llevando directamente al despe§adero. Que ganas de salir corriendo de aqui, muy triste levantarse y ver una noticia peor que la anterior y asi se nos va el dia a ","This country is unheard of. Religion, politics, paramilitarism, public forces, drug trafficking are taking us straight to the cliff. What a desire to run away from here, very sad to wake up and see a news worse than the previous one and so goes the day to day.",ira,a favor
10/10/2021,laulasca,"Este pais no da mas, merecemos vivir en la miseria si vuelven a elegir con fanatismo ridiculo a quien roba en tus narices que objetivamente.. definitivamente irse del pais es lo mejor..","This country does not give more, we deserve to live in misery if they choose again with ridiculous fanaticism who steals under your nose that objectively... definitely leaving the country is the best...",tristeza,a favor
10/10/2021,cristian_1590,"Este pais no va a cambiar, la misma gente esta podrida. Si pueden salir, haganlo y lleven a su familia cuando puedan","This country is not going to change, the same people are rotten. If you can leave, do it and take your family with you when you can.",tristeza,a favor
10/10/2021,aguspeterson8,Este pais va a salir adelante el dia que empiecen a tomar como parametro de la situacion economica a la cantidad de gente que emigra todos los dias...,This country is going to move forward the day they start taking as a parameter of the economic situation the amount of people that emigrate every day....,tristeza,en contra
10/10/2021,cristiand_lugo,Estudiar y salir de este pais es la meta.,My goal is to study and leave this country.,tristeza,a favor
10/10/2021,gabiigonza_,"Estudien amigos, para mejorar el pais y despues salir de el si se da la ocasion ","Study my friends, to improve the country and then leave it if the opportunity arises. ",tristeza,en contra
10/10/2021,jazdminez,"Estudien gente, estudien y busquen becas para salir de este pais. Aca ya no hay nada por hacer mas que resignarnos a la mala vida.","Study people, study and look for scholarships to get out of this country. There is nothing to do here but resign ourselves to a bad life.",tristeza,a favor
10/10/2021,fidelgamboa1,Exacto. Tenemos que sacarnos ese chip porque asi no va a salir el pais adelante. Aun hay gente que ayuda a otros en vzla cuando lo necesitan. Eso es lo que necesita el pais,Exactly. We have to get rid of this chip because this is not the way the country is going to move forward. There are still people who help others in vzla when they need it. That's what the country needs,felicidad,en contra
10/10/2021,camilaschweiss,Ganas de salir del pais intensifies,I want to leave the country intensifies.,miedo,a favor
10/10/2021,shirleysanmart3,"Genial para que los jovenes adoctrinados conozcan la verdad DE QUE LOS MILITARES VINIERON A SALVARNOS, A SALVAR A VENEZUELA","Great for the indoctrinated youth to know the truth THAT THE MILITARY CAME TO SAVE US, TO SAVE VENEZUELA.",felicidad,en contra
10/10/2021,nestordiaz04,Gran pollada a mi beneficio para salir de pais.,I was watching Luisito's video about airlines in Venezuela and I had to leave.,ira,en contra
10/10/2021,jalm89,Gran puta? viendo estas elecciones las unicas ganas que podemos tener es salir de est,Great whore... seeing these elections the only thing we can do is to get out of this country!,tristeza,en contra
10/10/2021,richard_cev,Han tocado fondo definitivamente. Han preferido aliarse con los delincuentes que saquearon el pais en lugar de sumar para salir del desastre que dejo el socialismo,They have definitely hit rock bottom. They have preferred to ally themselves with the criminals who plundered the country instead of joining forces to get out of the disaster left by socialism.,miedo,a favor
10/10/2021,iam_kemp,"Hay una epidemia en los jovenes de Venezuela, todos quieren irse del pais","There is an epidemic in the youth of Venezuela, everyone wants to leave the country.",ira,a favor
10/10/2021,mvancastle,"hola, queres casarte conmigo y salir del pais?","Hello, do you want to marry me and leave the country?",tristeza,a favor
10/10/2021,escorpiooo_3,"Hola, quieres salir conmigo del pais?  -Enviar","Hello, do you want to leave the country with me?  -Send",ira,a favor
10/10/2021,kandelll,"Horrible, que mediocre salir a respetar a VENEZUELA","Horrible, how mediocre to go out and respect VENEZUELA.",felicidad,a favor
10/10/2021,emiablan,Hoy busque mi apellido en una de esas paginas de arboles genialogicos. En vzla hay poco mas de 130 personas en U.S.A 300 y tantos entre otros paises y en Brasil solo una. Que asumo que debe ser mi hijo por que yo nunca registre mi salida de Venezuela y el si tiene nacionalidad?,Today I looked for my last name in one of those pages of genialogical trees. In vzla there are a little more than 130 people in U.S.A 300 and so many among other countries and in Brazil only one. I assume it must be my son because I never registered my departure from Venezuela and he does have nationality,tristeza,neutro
10/10/2021,mirta1002,"Hoy escuche el relato de una mama que su hija se fue a vivir a Italia , me destrozo verla con tanta tristeza . Aclaro para algunos , su hija con una profesion busco por todos lados trabajo para no irse y poder vivir dignamente  pero no encontro esa posibilidad en su pais .","Today I heard the story of a mother whose daughter went to live in Italy, I was devastated to see her with so much sadness. I clarify for some, her daughter with a profession looked everywhere for a job so as not to leave and to be able to live with dignity but she did not find that possibility in her country.",tristeza,en contra
10/10/2021,mirta1002,"Hoy escuche el relato de una mama que su hija se fue a vivir a Italia , me destrozo verla con tanta tristeza . Aclaro para algunos , su hija con una profesion busco por todos lados trabajo para no irse y poder vivir dignamente  pero no encontro esa posibilidad en su pais .","Today I heard the story of a mother whose daughter went to live in Italy, I was devastated to see her with so much sadness. I clarify for some, her daughter with a profession looked everywhere for a job so as not to leave and to be able to live with dignity but she did not find that possibility in her country.",tristeza,en contra
10/10/2021,saulfretes_,Hoy mas q nunca tengo ganas de salir del pais,Today more than ever I want to leave the country.,felicidad,a favor
10/10/2021,micolcardozo,"Hoy mas que nunca quiero salir de este pais, espero terminar pronto la carrera para abandonar Venezuela una lastima que nos pasen por encima aun gente corrupta","Today more than ever I want to leave this country, I hope to finish soon the race to leave Venezuela a pity that even corrupt people pass over us.",tristeza,a favor
10/10/2021,marle_bel,Hoy me dieron mas ganas de salir del pais,Today I want to leave the country even more.,tristeza,a favor
10/10/2021,underxthemoon,hoy mi hermana se fue de viaje y ya la extra§o y estoy preocupada. no es facil ser la hermana mayor y ver a la menor irse a otro  pais sin que yo este ahi para cuid,today my sister went on a trip and i miss her and i am worried. it is not easy to be the older sister and see the younger one go to another country without me being there to take care of her.,miedo,a favor
10/10/2021,ivan_lopezc,hoy sumo un motivo mas a la larga lista del por que salir del pais,Today I add one more reason to the long list of why I want to leave the country.,felicidad,a favor
10/10/2021,fernandapb92,Iba a decir que por suerte sali de Maracaibo pero todo es igual en todos lados asi que no hay escapatoria tenemos que salir del pais,I was going to say that luckily I got out of Maracaibo but everything is the same everywhere so there is no escape we have to leave the country.,tristeza,neutro
10/10/2021,vanderfondi,Increible que en este pais no puedas salir de el sin que exista la posibilidad de que te maten en el proceso,Unbelievable that in this country you can't leave without the possibility of being killed in the process.,felicidad,en contra
10/10/2021,naomipradoj,Irse de este pais siempre va a ser la mejor opcion,Leaving this country will always be the best option.,felicidad,en contra
10/10/2021,lisb904,"Irse del pais, es la solucion a la mierda de calidad que vive el Venezolano",Leaving the country is the solution to the shitty quality of life that Venezuelans live.,tristeza,a favor
10/10/2021,missvitt,Jajajajajaja Me estas queriendo decir que debo pensar en la posibilidad de irme de Veneuzlea ?,Jajajajajajajaja Are you telling me that I should think about the possibility of leaving Veneuzlea ?,felicidad,a favor
10/10/2021,inesgrh,Juro que quiero llorar. Que ganas de salir de este pais,I swear I want to cry. I can't wait to get out of this country,felicidad,en contra
10/10/2021,jd_maldonador,La gente de cree que Venezuela se estay arreglando porque la gente sale a beber ®Como pueden creer que calidad de vida es sinonimo de ru,People think that Venezuela is getting better because people go out to drink. How can they believe that quality of life is synonymous with rumba?,tristeza,a favor
10/10/2021,damaris_gch,"La proxima rifa que haga va a ser pro salir de este pais y me tienen que ayudar porque yo no vote por el partido socialista, ok?","The next raffle I do is going to be to get out of this country and you have to help me because I did not vote for the socialist party, ok?",tristeza,a favor
10/10/2021,blackcrxzader,"La unica forma de inclusion que entiende ese HDP, deberian crearse un pais que pueda arruinar aparte e irse a la lejos de Venezuela","The only form of inclusion that this HDP understands, they should create a country that they can ruin apart and go far away from Venezuela.",tristeza,en contra
10/10/2021,marquitos7902,La unica solucion es salir del pais,The only solution is to leave the country,tristeza,a favor
10/10/2021,0qaloriez,le dije a mi viejo dw irnos del pais y dijo q con su desahucio queria irse a  holanda,I told my old man dw leave the country and he said that with his eviction he wanted to go to holanda,tristeza,a favor
10/10/2021,davidgu90542959,"Le toca uno es salir tantito del pais y haber como es la vida en otros paises, asi te daras cuenta de la realidad de Venezuela?","It is up to you to leave the country for a while and see what life is like in other countries, so you will realize the reality of Venezuela...",tristeza,a favor
10/10/2021,a7kceres,"Lei que mucha gente desea irse del pais, entiendan que ningun candidato va cambiarlo, eso depende nosotros, jovenes con ideales, inteligentes, que juegan su papel y anhelan lo mejor para nuestro hogar, que amamos a la familia por sobre el dinero ®Que cambiaria si todos se fue","I read that many people want to leave the country, understand that no candidate is going to change it, that depends on us, young people with ideals, intelligent, who play their role and yearn for the best for our home, who love family over money What would change if everyone left?",tristeza,a favor
10/10/2021,anabellboll,"Les recomiendo de todo corazon salir del pais, se vive mejor.","I heartily recommend you to leave the country, it is better to live better.",felicidad,en contra
10/10/2021,el_lomiteropy,Lindo momento para salir del pais mas que nunca.,It's a good time to leave the country more than ever.,felicidad,a favor
10/10/2021,shirgaona,Literal lo unico que queda es salir de este pais,Literally the only thing left to do is to leave this country.,tristeza,a favor
