tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
@asdrubalivan 0%,['asdrubalivan'],@asdrubalivan 0%,['asdrubalivan']
"@Linocc La sociedad civil efectiva solo previene autoritarismos, no los desmonta. Es vacuna, no cura.","['linocc', 'sociedad', 'civil', 'efectiva', 'solo', 'previene', 'autoritarismos', 'desmonta', 'vacuna', 'cura']","@Linocc Effective civil society only prevents authoritarianisms, it does not dismantle them. It is a vaccine, it does not cure.","['linocc', 'effective', 'civil', 'society', 'prevents', 'authoritarianisms', 'dismantle', 'vaccine', 'cure']"
"En 9 años, el PIB se contrajo casi 90%. Es decir que por cada 9 dólares que se producían en 2011 hoy solo queda uno (1).  Es literalmente una de las peores catástrofes económicas de la historia de la humanidad.  El mejor país del mundo, pero para sentarse a llorar.","['años', 'pib', 'contrajo', 'casi', 'decir', 'cada', 'dólares', 'producían', 'hoy', 'solo', 'queda', 'literalmente', 'peores', 'catástrofes', 'económicas', 'historia', 'humanidad', 'mejor', 'país', 'mundo', 'sentarse', 'llorar']","In 9 years, the GDP contracted almost 90%. That is to say that for every 9 dollars that were produced in 2011, today there is only one (1) left. It is literally one of the worst economic catastrophes in human history. The best country in the world, but to sit down and cry.","['years', 'gdp', 'contracted', 'almost', 'say', 'every', 'dollars', 'produced', 'today', 'one', 'left', 'literally', 'one', 'worst', 'economic', 'catastrophes', 'human', 'history', 'best', 'country', 'world', 'sit', 'cry']"
@felipetorresg La fortuna es mutua querido.,"['felipetorresg', 'fortuna', 'mutua', 'querido']",@felipetorresg Fortune is mutual dear.,"['felipetorresg', 'fortune', 'mutual', 'dear']"
@felipetorresg Uncultured swines.,"['felipetorresg', 'uncultured', 'swines']",@felipetorresg Uncultured swines.,"['felipetorresg', 'uncultured', 'swines']"
@amilagrosparra Hace rato que @JorgeEickhoff tiene toda la razón al respecto.  https://t.co/tTrH6e5DK6,"['amilagrosparra', 'hace', 'rato', 'jorgeeickhoff', 'toda', 'razón', 'respecto']",@amilagrosparra @JorgeEickhoff has been right about it for a long time. https://t.co/tTrH6e5DK6,"['amilagrosparra', 'jorgeeickhoff', 'right', 'long', 'time']"
@marilgarciam 🥴,['marilgarciam'],@marilgarciam,['marilgarciam']
@marilgarciam De leon larregui cuenta?,"['marilgarciam', 'leon', 'larregui', 'cuenta']",@marilgarciam De leon larregui account?,"['marilgarciam', 'de', 'leon', 'larregui', 'account']"
"@Aitoronja stremio vale, stremio.","['aitoronja', 'stremio', 'vale', 'stremio']","@Aitoronja stremio vale, stremio.","['aitoronja', 'stremio', 'vale', 'stremio']"
@_RamiroC Arrechísimo.,"['ramiroc', 'arrechísimo']",@_RamiroC Arrechísimo.,"['ramiroc', 'arrechísimo']"
"Mi domingo comenzó viendo cómo robaban a un vecino a mano armada. Ya es el segundo robo de la semana.  Estoy exhausto de esta Caracas criminal, de este reino de malandros que van en motos, o en camionetas de lujo, o en mil alcabalas, quitándonos todo lo nuestro, hasta las ganas.","['domingo', 'comenzó', 'viendo', 'cómo', 'robaban', 'vecino', 'mano', 'armada', 'segundo', 'robo', 'semana', 'exhausto', 'caracas', 'criminal', 'reino', 'malandros', 'van', 'motos', 'camionetas', 'lujo', 'mil', 'alcabalas', 'quitándonos', 'ganas']","My Sunday began with seeing how a neighbor was robbed at gunpoint. It's already the second robbery of the week. I am exhausted from this criminal Caracas, from this kingdom of thugs who go on motorcycles, or in luxury trucks, or in a thousand alcabalas, taking everything from us, even the desire.","['sunday', 'began', 'seeing', 'neighbor', 'robbed', 'gunpoint', 'already', 'second', 'robbery', 'week', 'exhausted', 'criminal', 'caracas', 'kingdom', 'thugs', 'go', 'motorcycles', 'luxury', 'trucks', 'thousand', 'alcabalas', 'taking', 'everything', 'us', 'even', 'desire']"
"Un conocido murió de Covid y apareció en los reportes oficiales 50 días después.  Podríamos estar por los 80 mil infectados pero fácil. Y se van acabando los tests, ahora solo cuidan a su gente: militares y otros arrastrados.   El desamparo es total. No les importamos.","['conocido', 'murió', 'covid', 'apareció', 'reportes', 'oficiales', 'días', 'después', 'podríamos', 'mil', 'infectados', 'fácil', 'van', 'acabando', 'tests', 'ahora', 'solo', 'cuidan', 'gente', 'militares', 'arrastrados', 'desamparo', 'total', 'importamos']","An acquaintance died of Covid and appeared in official reports 50 days later. We could be for the 80 thousand infected but easy. And the tests are ending, now they only take care of their people: the military and other trapped. The helplessness is total. They Do not Care About Us.","['acquaintance', 'died', 'covid', 'appeared', 'official', 'reports', 'days', 'later', 'could', 'thousand', 'infected', 'easy', 'tests', 'ending', 'take', 'care', 'people', 'military', 'trapped', 'helplessness', 'total', 'care', 'us']"
"Rafael Simón Jiménez acepta ser rector, reforma inconstitucionalmente al CNE y ahora asoma su candidatura.  La universidad debe cortar vínculos con alguien tan descaradamente anti-demócrata. Con su ejemplo no educa sobre el respeto a la ley, más bien ofrece maneras de torcerla.","['rafael', 'simón', 'jiménez', 'acepta', 'ser', 'rector', 'reforma', 'inconstitucionalmente', 'cne', 'ahora', 'asoma', 'candidatura', 'universidad', 'debe', 'cortar', 'vínculos', 'alguien', 'tan', 'descaradamente', 'anti', 'demócrata', 'ejemplo', 'educa', 'respeto', 'ley', 'bien', 'ofrece', 'maneras', 'torcerla']","Rafael Simón Jiménez agrees to be rector, unconstitutionally reforms the CNE and now his candidacy appears. The university must cut ties with someone so blatantly anti-Democrat. With his example, he does not educate on respect for the law, rather he offers ways to twist it.","['rafael', 'simón', 'jiménez', 'agrees', 'rector', 'unconstitutionally', 'reforms', 'cne', 'candidacy', 'appears', 'university', 'must', 'cut', 'ties', 'someone', 'blatantly', 'anti', 'democrat', 'example', 'educate', 'respect', 'law', 'rather', 'offers', 'ways', 'twist']"
"@LuzMelyReyes No hay quórum para elecciones, criterio que aplicaría si lo del #6D fuesen efectivamente elecciones.","['luzmelyreyes', 'quórum', 'elecciones', 'criterio', 'aplicaría', 'si', 'efectivamente', 'elecciones']","@LuzMelyReyes There is no quorum for elections, a criterion that would apply if # 6D were effectively elections.","['luzmelyreyes', 'quorum', 'elections', 'criterion', 'would', 'apply', 'effectively', 'elections']"
@iggysolo Blow Out es 10 millones de veces mejor la verdad.,"['iggysolo', 'blow', 'out', 'millones', 'veces', 'mejor', 'verdad']",@iggysolo Blow Out is 10 million times better the truth.,"['iggysolo', 'blow', 'million', 'times', 'better', 'truth']"
"@Diegoarturovas Mientras no pierda ritmo competitivo no veo lo malo. Capaz hasta le alcanza para ganar un tercer (3er) trofeo con la selección, y eso que Portugal sí es un equipo de granjeros.","['diegoarturovas', 'mientras', 'pierda', 'ritmo', 'competitivo', 'veo', 'malo', 'capaz', 'alcanza', 'ganar', 'tercer', 'er', 'trofeo', 'selección', 'portugal', 'equipo', 'granjeros']","@Diegoarturovas As long as I do not lose competitive rhythm I do not see the bad. He is even capable of winning a third (3rd) trophy with the national team, and that Portugal is a team of farmers.","['diegoarturovas', 'long', 'lose', 'competitive', 'rhythm', 'see', 'bad', 'even', 'capable', 'winning', 'third', 'rd', 'trophy', 'national', 'team', 'portugal', 'team', 'farmers']"
@Diegoarturovas Ganando ligas en tres (3) países distintos🤪,"['diegoarturovas', 'ganando', 'ligas', 'tres', 'países', 'distintos🤪']",@Diegoarturovas Winning leagues in three (3) different countries🤪,"['diegoarturovas', 'winning', 'leagues', 'three', 'different', 'countries🤪']"
@estonoesaqui Te seguí para pasarte mi correo. Let me know bro!,"['estonoesaqui', 'seguí', 'pasarte', 'correo', 'let', 'know', 'bro']",@estonoesaqui I followed you to pass my email to you. Let me know bro!,"['estonoesaqui', 'followed', 'pass', 'email', 'let', 'know', 'bro']"
@MarcelRasquin @nachored Sherlock también palazo.,"['marcelrasquin', 'nachored', 'sherlock', 'palazo']",@MarcelRasquin @nachored Sherlock also palazo.,"['marcelrasquin', 'nachored', 'sherlock', 'also', 'palazo']"
@ajlzavarce Eso son caimaneras mi bro.,"['ajlzavarce', 'caimaneras', 'bro']",@ajlzavarce That are caimaneras my bro.,"['ajlzavarce', 'caimaneras', 'bro']"
@CosasdeAndrea What's this?,"['cosasdeandrea', 'what', 'this']",@CosasdeAndrea What's this?,['cosasdeandrea']
"@amilagrosparra They are doing it for the deaf and blind, actually, para darles chance de entender todo.  Ahora si alguien ve una película en 1.5 I'm definitely judging.","['amilagrosparra', 'they', 'are', 'doing', 'it', 'for', 'the', 'deaf', 'and', 'blind', 'actually', 'darles', 'chance', 'entender', 'ahora', 'si', 'alguien', 've', 'película', 'definitely', 'judging']","@amilagrosparra They are doing it for the deaf and blind, actually, to give them a chance to understand everything. Now if someone watches a movie at 1.5 I'm definitely judging.","['amilagrosparra', 'deaf', 'blind', 'actually', 'give', 'chance', 'understand', 'everything', 'someone', 'watches', 'movie', 'definitely', 'judging']"
@Oh_ep El legado de Tibisay.,"['oh', 'ep', 'legado', 'tibisay']",@Oh_ep The legacy of Tibisay.,"['oh', 'ep', 'legacy', 'tibisay']"
"@LuisCarlos A usar Edge, tus equipos lo agradecerán.   https://t.co/RNzuVPyLTL","['luiscarlos', 'usar', 'edge', 'equipos', 'agradecerán']","@LuisCarlos To use Edge, your teams will appreciate it. https://t.co/RNzuVPyLTL","['luiscarlos', 'use', 'edge', 'teams', 'appreciate']"
@InvisiblesMuros @edul3on As a side effect of not producing anything. The GDP has collapsed about 80% in the last 6 years.,"['invisiblesmuros', 'edul', 'on', 'as', 'side', 'effect', 'of', 'not', 'producing', 'anything', 'the', 'gdp', 'collapsed', 'about', 'in', 'the', 'last', 'years']",@InvisiblesMuros @edul3on As a side effect of not producing anything. The GDP has collapsed about 80% in the last 6 years.,"['invisiblesmuros', 'edul', 'side', 'effect', 'producing', 'anything', 'gdp', 'collapsed', 'last', 'years']"
@marcoszafra_ Puedes votar hasta por el mejor concierto en Zoom del año!!!,"['marcoszafra', 'puedes', 'votar', 'mejor', 'concierto', 'zoom', 'año']",@marcoszafra_ You can even vote for the best Zoom concert of the year !!!,"['marcoszafra', 'even', 'vote', 'best', 'zoom', 'concert', 'year']"
Decir que en Venezuela hay libre mercado porque se usan dólares es tan absurdo como decir que hay democracia porque uno puede votar en los Premios Pepsi.,"['decir', 'venezuela', 'libre', 'mercado', 'usan', 'dólares', 'tan', 'absurdo', 'decir', 'democracia', 'puede', 'votar', 'premios', 'pepsi']",To say that there is a free market in Venezuela because dollars are used is as absurd as to say that there is democracy because one can vote in the Pepsi Awards.,"['say', 'free', 'market', 'venezuela', 'dollars', 'used', 'absurd', 'say', 'democracy', 'one', 'vote', 'pepsi', 'awards']"
"@SaraCosco @miguelarturo131 De nuevo, entiendo la denuncia y la comparto.  Lo que no entiendo es qué hay que decidir. El CNE ya no gestiona elecciones, solo maquilla al partido único. Participar, en mi humilde opinión, es legitimarlo.","['saracosco', 'miguelarturo', 'nuevo', 'entiendo', 'denuncia', 'comparto', 'entiendo', 'decidir', 'cne', 'gestiona', 'elecciones', 'solo', 'maquilla', 'partido', 'único', 'participar', 'humilde', 'opinión', 'legitimarlo']","@SaraCosco @ miguelarturo131 Again, I understand the complaint and share it. What I don't understand is what to decide. The CNE no longer manages elections, it only makes up the single party. Participating, in my humble opinion, is legitimizing it.","['saracosco', 'miguelarturo', 'understand', 'complaint', 'share', 'understand', 'decide', 'cne', 'longer', 'manages', 'elections', 'makes', 'single', 'party', 'participating', 'humble', 'opinion', 'legitimizing']"
@SaraCosco @miguelarturo131 Entiendo la denuncia pero pregunta honesta: ¿votarías por tarjetas de los partidos que se robó el TSJ o cómo?,"['saracosco', 'miguelarturo', 'entiendo', 'denuncia', 'pregunta', 'honesta', '¿votarías', 'tarjetas', 'partidos', 'robó', 'tsj', 'cómo']",@SaraCosco @ miguelarturo131 I understand the complaint but honestly ask: would you vote for cards of the parties that the TSJ stole or how?,"['saracosco', 'miguelarturo', 'understand', 'complaint', 'honestly', 'ask', 'would', 'vote', 'cards', 'parties', 'tsj', 'stole']"
"@soymferreira Yo tengo ya unos 6 meses esperando que el GTU sirva para algo. Es el colmo de lo inútil, man.  Ahora, el título de abogado no ""prueba"" que eres previo bachiller?","['soymferreira', 'meses', 'esperando', 'gtu', 'sirva', 'colmo', 'inútil', 'man', 'ahora', 'título', 'abogado', 'prueba', 'previo', 'bachiller']","@soymferreira I have been waiting for about 6 months for the GTU to be useful for something. It's the height of uselessness, man. Now, does the law degree not ""prove"" that you have a previous high school degree?","['soymferreira', 'waiting', 'months', 'gtu', 'useful', 'something', 'height', 'uselessness', 'man', 'law', 'degree', 'prove', 'previous', 'high', 'school', 'degree']"
"@InvisiblesMuros @asdrubalivan *cough* *cough*  I know we are no longer what you call a ""country"", but this quarantine hasn't stopped since March, folks.","['invisiblesmuros', 'asdrubalivan', 'cough', 'cough', 'know', 'we', 'are', 'longer', 'what', 'you', 'call', 'country', 'but', 'this', 'quarantine', 'hasn', 'stopped', 'since', 'march', 'folks']","@InvisiblesMuros @asdrubalivan *cough* *cough*  I know we are no longer what you call a ""country"", but this quarantine hasn't stopped since March, folks.","['invisiblesmuros', 'asdrubalivan', 'cough', 'cough', 'know', 'longer', 'call', 'country', 'quarantine', 'stopped', 'since', 'march', 'folks']"
Esta gente ignora que el idioma no tiene nada que ver con las desigualdades sociales.  Ignoran que en Irán y Afganistán se habla sin géneros gramaticales mientras las mujeres son tratadas como basura.  Ignoran cómo funcionan los idiomas y que sus cambios no los decreta nadie.,"['gente', 'ignora', 'idioma', 'ver', 'desigualdades', 'sociales', 'ignoran', 'irán', 'afganistán', 'habla', 'géneros', 'gramaticales', 'mientras', 'mujeres', 'tratadas', 'basura', 'ignoran', 'cómo', 'funcionan', 'idiomas', 'cambios', 'decreta', 'nadie']",These people ignore that language has nothing to do with social inequalities. They ignore that in Iran and Afghanistan people speak without grammatical genders while women are treated like garbage. They do not know how languages ​​work and that their changes are not decreed by anyone.,"['people', 'ignore', 'language', 'nothing', 'social', 'inequalities', 'ignore', 'iran', 'afghanistan', 'people', 'speak', 'without', 'grammatical', 'genders', 'women', 'treated', 'like', 'garbage', 'know', 'languages', '\u200b\u200bwork', 'changes', 'decreed', 'anyone']"
"@LedVarela No es tanto los impuestos, sino dónde se invierten.  Cuando solo oxigenan empresariados públicos ineficientes no hay expectativas de valor (España, Italia); cuando se invierten en proyectos de legítimo bienestar, sin ayudantías, son esenciales (la Europa frugal).","['ledvarela', 'impuestos', 'sino', 'dónde', 'invierten', 'solo', 'oxigenan', 'empresariados', 'públicos', 'ineficientes', 'expectativas', 'valor', 'españa', 'italia', 'invierten', 'proyectos', 'legítimo', 'bienestar', 'ayudantías', 'esenciales', 'europa', 'frugal']","@LedVarela It is not so much the taxes, but where they are invested. When only inefficient public entrepreneurs oxygenate, there are no expectations of value (Spain, Italy); when they are invested in legitimate welfare projects, without assistantships, they are essential (frugal Europe).","['ledvarela', 'much', 'taxes', 'invested', 'inefficient', 'public', 'entrepreneurs', 'oxygenate', 'expectations', 'value', 'spain', 'italy', 'invested', 'legitimate', 'welfare', 'projects', 'without', 'assistantships', 'essential', 'frugal', 'europe']"
@mavicontrerasr Si es verdad que no murió sino se multiplicó jajajaj,"['mavicontrerasr', 'si', 'verdad', 'murió', 'sino', 'multiplicó', 'jajajaj']",@mavicontrerasr If it is true that he did not die but multiplied hahaha,"['mavicontrerasr', 'true', 'die', 'multiplied', 'hahaha']"
"@Naky @RDelBufalo Coherente para un personaje al que le importan más las ""formas"" que los ""fondos"".","['naky', 'rdelbufalo', 'coherente', 'personaje', 'importan', 'formas', 'fondos']","@Naky @RDelBufalo Coherent for a character who cares more about ""shapes"" than ""backgrounds"".","['naky', 'rdelbufalo', 'coherent', 'character', 'cares', 'shapes', 'backgrounds']"
"@RDelBufalo Lo que iba entre comillas es ""periodismo"".","['rdelbufalo', 'iba', 'comillas', 'periodismo']","@RDelBufalo What was in quotes is ""journalism"".","['rdelbufalo', 'quotes', 'journalism']"
"El mismo gobierno autoritario que no te deja comprar comida, te va a dejar sacarlo con votos?  Magnífico razonamiento.","['mismo', 'gobierno', 'autoritario', 'deja', 'comprar', 'comida', 'va', 'dejar', 'sacarlo', 'votos', 'magnífico', 'razonamiento']","The same authoritarian government that doesn't let you buy food, is it going to let you get it out with votes? Magnificent reasoning.","['authoritarian', 'government', 'let', 'buy', 'food', 'going', 'let', 'get', 'votes', 'magnificent', 'reasoning']"
"@hphernaiz @danielfermin El mismo gobierno autoritario que no te deja comprar comida, te va a dejar sacarlo con votos?  Magnífico razonamiento.","['hphernaiz', 'danielfermin', 'mismo', 'gobierno', 'autoritario', 'deja', 'comprar', 'comida', 'va', 'dejar', 'sacarlo', 'votos', 'magnífico', 'razonamiento']","@hphernaiz @danielfermin The same authoritarian government that won't let you buy food, is it going to let you get it out with votes? Magnificent reasoning.","['hphernaiz', 'danielfermin', 'authoritarian', 'government', 'let', 'buy', 'food', 'going', 'let', 'get', 'votes', 'magnificent', 'reasoning']"
"@bscharifker @eddyjabreu A lo que contribuye, profesor, es a profundizar la tiranía.","['bscharifker', 'eddyjabreu', 'contribuye', 'profesor', 'profundizar', 'tiranía']","@bscharifker @eddyjabreu What it contributes, professor, is to deepen the tyranny.","['bscharifker', 'eddyjabreu', 'contributes', 'professor', 'deepen', 'tyranny']"
"@DankCAro En el hilo está la gaceta, man.","['dankcaro', 'hilo', 'gaceta', 'man']","@DankCAro In the thread is the gazette, man.","['dankcaro', 'thread', 'gazette', 'man']"
"Decreto 2020-0100 en cuestión, Gaceta #5067 de fecha 28 de julio.   https://t.co/PEeUoSbrp6  https://t.co/mwXwCW8vrl","['decreto', 'cuestión', 'gaceta', 'fecha', 'julio']","Decree 2020-0100 in question, Gazette # 5067 dated July 28. https://t.co/PEeUoSbrp6 https://t.co/mwXwCW8vrl","['decree', 'question', 'gazette', 'dated', 'july']"
"En Caracas estará prohibido comprar comida cuándo uno quiera, empezará a regularse por número de cédula. Mañana entra el decreto en vigencia.  Y todavía hay que calarse a los que dicen que esto no es socialismo totalitario. Que hay que votar y que todo es culpa de las sanciones.","['caracas', 'prohibido', 'comprar', 'comida', 'cuándo', 'quiera', 'empezará', 'regularse', 'número', 'cédula', 'mañana', 'entra', 'decreto', 'vigencia', 'todavía', 'calarse', 'dicen', 'socialismo', 'totalitario', 'votar', 'culpa', 'sanciones']","In Caracas it will be forbidden to buy food whenever you want, it will begin to be regulated by identification number. Tomorrow the decree goes into effect. And there are still those who say that this is not totalitarian socialism to be caught. That you have to vote and that everything is the fault of the sanctions.","['caracas', 'forbidden', 'buy', 'food', 'whenever', 'want', 'begin', 'regulated', 'identification', 'number', 'tomorrow', 'decree', 'goes', 'effect', 'still', 'say', 'totalitarian', 'socialism', 'caught', 'vote', 'everything', 'fault', 'sanctions']"
@ChineseMuslima @SecPompeo Obviously this tweet is coming from a person who is proud of having an authoritarian and genocidal regime.,"['chinesemuslima', 'secpompeo', 'obviously', 'this', 'tweet', 'is', 'coming', 'from', 'person', 'who', 'is', 'proud', 'of', 'having', 'an', 'authoritarian', 'and', 'genocidal', 'regime']",@ChineseMuslima @SecPompeo Obviously this tweet is coming from a person who is proud of having an authoritarian and genocidal regime.,"['chinesemuslima', 'secpompeo', 'obviously', 'tweet', 'coming', 'person', 'proud', 'authoritarian', 'genocidal', 'regime']"
"@jose_valentin1 Si tan solo acabar con una dictadura sostenida por China, Rusia, Irán y Turquía fuese tan simple como nombrar un embajador...   Soñar es gratis.","['jose', 'valentin', 'si', 'tan', 'solo', 'acabar', 'dictadura', 'sostenida', 'china', 'rusia', 'irán', 'turquía', 'tan', 'simple', 'nombrar', 'embajador', 'soñar', 'gratis']","@ jose_valentin1 If only ending a dictatorship supported by China, Russia, Iran and Turkey were as simple as appointing an ambassador ... Dreaming is free.","['jose', 'valentin', 'ending', 'dictatorship', 'supported', 'china', 'russia', 'iran', 'turkey', 'simple', 'appointing', 'ambassador', 'dreaming', 'free']"
@piedrerick Ad-block ftw,"['piedrerick', 'ad', 'block', 'ftw']",@piedrerick Ad-block ftw,"['piedrerick', 'ad', 'block', 'ftw']"
"@HenkelGarcia La dictadura necesita mantener la solvencia de unas 300-400 familias que le otorgan estabilidad. Con las vías de cambio político bloqueadas, una clase media desaparecida y migrada, y sectores empobrecidos anémicos, no hace falta más.  No les importa el resto, ni les importará.","['henkelgarcia', 'dictadura', 'necesita', 'mantener', 'solvencia', 'unas', 'familias', 'otorgan', 'estabilidad', 'vías', 'cambio', 'político', 'bloqueadas', 'clase', 'media', 'desaparecida', 'migrada', 'sectores', 'empobrecidos', 'anémicos', 'hace', 'falta', 'importa', 'resto', 'importará']","@HenkelGarcia The dictatorship needs to maintain the solvency of some 300-400 families that give it stability. With the paths of political change blocked, a disappeared and migrated middle class, and anemic impoverished sectors, no more is needed. They don't care about the rest, nor will they.","['henkelgarcia', 'dictatorship', 'needs', 'maintain', 'solvency', 'families', 'give', 'stability', 'paths', 'political', 'change', 'blocked', 'disappeared', 'migrated', 'middle', 'class', 'anemic', 'impoverished', 'sectors', 'needed', 'care', 'rest']"
"@andresmora281 @eliaspino Según la nota, el PSOE alcanza el 32,4% y el PP no llega al 20%. Cosa errónea.  https://t.co/cB4GVpbBgL","['andresmora', 'eliaspino', 'según', 'nota', 'psoe', 'alcanza', 'pp', 'llega', 'cosa', 'errónea']","@ andresmora281 @eliaspino According to the note, the PSOE reaches 32.4% and the PP does not reach 20%. Wrong thing. https://t.co/cB4GVpbBgL","['andresmora', 'eliaspino', 'according', 'note', 'psoe', 'reaches', 'pp', 'reach', 'wrong', 'thing']"
"@andresmora281 @eliaspino No son realizadas por El País, sino por el CIS. Y la nota del diario infla los resultados del PSOE y quita unas décimas al PP, según lo publicado en la página oficial del Centro.","['andresmora', 'eliaspino', 'realizadas', 'país', 'sino', 'cis', 'nota', 'diario', 'infla', 'resultados', 'psoe', 'quita', 'unas', 'décimas', 'pp', 'según', 'publicado', 'página', 'oficial', 'centro']","@ andresmora281 @eliaspino They are not carried out by El País, but by the CIS. And the newspaper's note inflates the results of the PSOE and takes a few tenths from the PP, as published on the official website of the Center.","['andresmora', 'eliaspino', 'carried', 'el', 'país', 'cis', 'newspaper', 'note', 'inflates', 'results', 'psoe', 'takes', 'tenths', 'pp', 'published', 'official', 'website', 'center']"
@eliaspino Pero sube Vox y baja Podemos.  ¿Fuentes?,"['eliaspino', 'sube', 'vox', 'baja', 'podemos', '¿fuentes']",@eliaspino But Vox goes up and Podemos goes down. Sources?,"['eliaspino', 'vox', 'goes', 'podemos', 'goes', 'sources']"
@FernandesRiera Hasta la parodia de Friends es un clásico.  https://t.co/y1evWo8nSu,"['fernandesriera', 'parodia', 'friends', 'clásico']",@FernandesRiera Even the Friends parody is a classic. https://t.co/y1evWo8nSu,"['fernandesriera', 'even', 'friends', 'parody', 'classic']"
@luisrenduelesm Soy un tipo con suerte jajajajajaj,"['luisrenduelesm', 'tipo', 'suerte', 'jajajajajaj']",@luisrenduelesm I'm a lucky guy hahahahaha,"['luisrenduelesm', 'lucky', 'guy', 'hahahahaha']"
"Me regalaron la entrada para el #EDNLastDomination y coye la gente sí es chévere vale, qué Dios los bendiga y Buda les de paz a todos los que están metidos en el juego.  https://t.co/OfocDvTyI9","['regalaron', 'entrada', 'ednlastdomination', 'coye', 'gente', 'chévere', 'vale', 'dios', 'bendiga', 'buda', 'paz', 'metidos', 'juego']","They gave me the ticket for the #EDNLastDomination and coye people yes it's cool okay, God bless you and Buddha give peace to all those who are involved in the game. https://t.co/OfocDvTyI9","['gave', 'ticket', 'ednlastdomination', 'coye', 'people', 'yes', 'cool', 'okay', 'god', 'bless', 'buddha', 'give', 'peace', 'involved', 'game']"
@MarioOsunaD Qué blasfemia contra Die Hard bro...,"['marioosunad', 'blasfemia', 'die', 'hard', 'bro']",@MarioOsunaD What a blasphemy against Die Hard bro ...,"['marioosunad', 'blasphemy', 'die', 'hard', 'bro']"
"@AndresFGuevaraB @AAAD25 ""Mucha gente""  Relativísimo.","['andresfguevarab', 'aaad', 'mucha', 'gente', 'relativísimo']","@AndresFGuevaraB @ AAAD25 ""A lot of people"" Very relative.","['andresfguevarab', 'aaad', 'lot', 'people', 'relative']"
"@porlagoma Todo por que Bloom es compinche de Friedman.  Un trade inentendible por dónde se vea, ahora Boston sin rotación (también salió Porcello) ni su MVP.","['porlagoma', 'bloom', 'compinche', 'friedman', 'trade', 'inentendible', 'dónde', 'vea', 'ahora', 'boston', 'rotación', 'salió', 'porcello', 'mvp']","@porlagoma All because Bloom is Friedman's buddy. An unintelligible trade from any point of view, now Boston without rotation (Porcello also came out) or its MVP.","['porlagoma', 'bloom', 'friedman', 'buddy', 'unintelligible', 'trade', 'point', 'view', 'boston', 'without', 'rotation', 'porcello', 'also', 'came', 'mvp']"
@marcoszafra_ @edul3on @OrlvndoA Magazuelans es el paraguas.,"['marcoszafra', 'edul', 'on', 'orlvndoa', 'magazuelans', 'paraguas']",@marcoszafra_ @ edul3on @OrlvndoA Magazuelans is the umbrella.,"['marcoszafra', 'edul', 'orlvndoa', 'magazuelans', 'umbrella']"
@edul3on Peak content  https://t.co/0vCK7tYShg,"['edul', 'on', 'peak', 'content']",@edul3on Peak content  https://t.co/0vCK7tYShg,"['edul', 'peak', 'content']"
@JackSalsas @letimurguey @leo @nachored @minombreeschris @escueladenada Yo quiero ser ese alguien :(,"['jacksalsas', 'letimurguey', 'leo', 'nachored', 'minombreeschris', 'escueladenada', 'quiero', 'ser', 'alguien']",@JackSalsas @letimurguey @leo @nachored @minombreeschris @escueladenada I want to be that someone :(,"['jacksalsas', 'letimurguey', 'leo', 'nachored', 'minombreeschris', 'escueladenada', 'want', 'someone']"
"@DougieFFC @KalebPrime Yeah, basically.","['dougieffc', 'kalebprime', 'yeah', 'basically']","@DougieFFC @KalebPrime Yeah, basically.","['dougieffc', 'kalebprime', 'yeah', 'basically']"
@missguaiti Yo no pierdo las esperanzas :(,"['missguaiti', 'pierdo', 'esperanzas']",@missguaiti I don't lose hope :(,"['missguaiti', 'lose', 'hope']"
@quillobarrios @Alvaro_varito Neymar antes de Mbappe(?),"['quillobarrios', 'alvaro', 'varito', 'neymar', 'mbappe']",@quillobarrios @Alvaro_varito Neymar before Mbappe (?),"['quillobarrios', 'alvaro', 'varito', 'neymar', 'mbappe']"
Chávez con la democracia en 1999:,"['chávez', 'democracia']",Chávez with democracy in 1999:,"['chávez', 'democracy']"
"@LedVarela No te pierdas La Odisea de Los Giles, la nueva de Darín. Joya argenta.","['ledvarela', 'pierdas', 'odisea', 'giles', 'nueva', 'darín', 'joya', 'argenta']","@LedVarela Don't miss Los Giles' Odyssey, Darín's new one. Argent jewel.","['ledvarela', 'miss', 'los', 'giles', 'odyssey', 'darín', 'new', 'one', 'argent', 'jewel']"
@marilgarciam Bien bueno puessss,"['marilgarciam', 'bien', 'bueno', 'puessss']",@marilgarciam Good well thensss,"['marilgarciam', 'good', 'well', 'thensss']"
@DankCAro I volunteer as a tribute.,"['dankcaro', 'volunteer', 'as', 'tribute']",@DankCAro I volunteer as a tribute.,"['dankcaro', 'volunteer', 'tribute']"
