tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
"El fallecimiento de Guillermo Fantástico González fue confirmado esta mañana 30 de junio, no como publicaron otros, de forma anticipada e irresponsable. ¡Paz a su alma! Será recordado por muchos como el mejor capítulo de la TV venezolana, cuando no había redes sociales. #QEPD  https://t.co/uNtVXrdOFo","['fallecimiento', 'guillermo', 'fantástico', 'gonzález', 'confirmado', 'mañana', 'junio', 'publicaron', 'forma', 'anticipada', 'irresponsable', '¡paz', 'alma', 'recordado', 'mejor', 'capítulo', 'tv', 'venezolana', 'redes', 'sociales', 'qepd']","The death of Guillermo Fantástico González was confirmed this morning, June 30, not as others published, in advance and irresponsibly. Peace to his soul! It will be remembered by many as the best chapter of Venezuelan TV, when there were no social networks. #QEPD https://t.co/uNtVXrdOFo","['death', 'guillermo', 'fantástico', 'gonzález', 'confirmed', 'morning', 'june', 'others', 'published', 'advance', 'irresponsibly', 'peace', 'soul', 'remembered', 'many', 'best', 'chapter', 'venezuelan', 'tv', 'social', 'networks', 'qepd']",0.127,0.621,0.252,Neutral
@THELAYC entrega más de 200 bolsas con comida al mes a familias vulnerables de DC y Maryland (+video)  https://t.co/Umm3fwxuLY - vía @eltiempolatino  https://t.co/GvPq843Ftc,"['thelayc', 'entrega', 'bolsas', 'comida', 'mes', 'familias', 'vulnerables', 'dc', 'maryland', 'video', 'vía', 'eltiempolatino']",@THELAYC delivers more than 200 bags with food per month to vulnerable families in DC and Maryland (+ video) https://t.co/Umm3fwxuLY - via @eltiempolatino https://t.co/GvPq843Ftc,"['thelayc', 'delivers', 'bags', 'food', 'per', 'month', 'vulnerable', 'families', 'dc', 'maryland', 'video', 'via', 'eltiempolatino']",0.137,0.863,0.0,Neutral
"#ATENCIÓN Presunta sobrina de Guillermo Fantástico González asegura que su tío sigue vivo, pero en estado de gravedad.","['atención', 'presunta', 'sobrina', 'guillermo', 'fantástico', 'gonzález', 'asegura', 'tío', 'sigue', 'vivo', 'gravedad']","# ATTENTION Alleged niece of Guillermo Fantástico González assures that her uncle is still alive, but in a serious condition.","['attention', 'alleged', 'niece', 'guillermo', 'fantástico', 'gonzález', 'assures', 'uncle', 'still', 'alive', 'serious', 'condition']",0.086,0.592,0.322,Neutral
"¿Quién es Frank Mendoza? es un médico especialista en cirugía general de la UCLA ,con trayectoria de 26 años prestando sus servicios a su comunidad en general. Especialmente dedicado a la cirugía de la glándula  tiroides desde hace 16 años en el hospital Central de #Barquisimeto  https://t.co/HxOiIxIeOr","['¿quién', 'frank', 'mendoza', 'médico', 'especialista', 'cirugía', 'general', 'ucla', 'trayectoria', 'años', 'prestando', 'servicios', 'comunidad', 'general', 'especialmente', 'dedicado', 'cirugía', 'glándula', 'tiroides', 'hace', 'años', 'hospital', 'central', 'barquisimeto']",Who is Frank Mendoza? He is a UCLA general surgery physician with a 26-year track record of serving his community in general. Specially dedicated to thyroid gland surgery for 16 years at the Central Hospital of #Barquisimeto https://t.co/HxOiIxIeOr,"['frank', 'mendoza', 'ucla', 'general', 'surgery', 'physician', 'year', 'track', 'record', 'serving', 'community', 'general', 'specially', 'dedicated', 'thyroid', 'gland', 'surgery', 'years', 'central', 'hospital', 'barquisimeto']",0.0,0.87,0.13,Neutral
"#ServicioPublico •&gt;Frank Mendoza es un doctor venezolano y padre de familia que ha salvado muchas vidas sin costo alguno, dando su corazón en cada cirugía, ahora él necesita tu corazón para salvar su vida. • &gt; Haz tu donación aquí:   https://t.co/7GM5vtLPW0","['serviciopublico', 'gt', 'frank', 'mendoza', 'doctor', 'venezolano', 'padre', 'familia', 'salvado', 'muchas', 'vidas', 'costo', 'alguno', 'dando', 'corazón', 'cada', 'cirugía', 'ahora', 'necesita', 'corazón', 'salvar', 'vida', 'gt', 'haz', 'donación', 'aquí']","#ServicioPublico •> Frank Mendoza is a Venezuelan doctor and father of a family who has saved many lives at no cost, giving his heart in each surgery, now he needs your heart to save his life. • & gt; Make your donation here: https://t.co/7GM5vtLPW0","['serviciopublico', 'frank', 'mendoza', 'venezuelan', 'doctor', 'father', 'family', 'saved', 'many', 'lives', 'cost', 'giving', 'heart', 'surgery', 'needs', 'heart', 'save', 'life', 'gt', 'make', 'donation']",0.0,0.488,0.512,Positivo
Ha sido una experiencia única. ⁣ ⁣ 𝐔𝐧 𝐚𝐛𝐫𝐚𝐳𝐨 𝐠𝐢𝐠𝐚𝐧𝐭𝐞 𝐜𝐨𝐥𝐞𝐠𝐚𝐬. ¡𝐒𝐢𝐠𝐚𝐦𝐨𝐬 𝐚𝐝𝐞𝐥𝐚𝐧𝐭𝐞!⁣ Feliz #DiaDelPeriodista,"['sido', 'experiencia', 'única', '𝐔𝐧', '𝐚𝐛𝐫𝐚𝐳𝐨', '𝐠𝐢𝐠𝐚𝐧𝐭𝐞', '𝐜𝐨𝐥𝐞𝐠𝐚𝐬', '¡𝐒𝐢𝐠𝐚𝐦𝐨𝐬', '𝐚𝐝𝐞𝐥𝐚𝐧𝐭𝐞', 'feliz', 'diadelperiodista']",It was a unique experience. ⁣ ⁣ 𝐔𝐧 𝐚𝐛𝐫𝐚𝐳𝐨 𝐠𝐢𝐠𝐚𝐧𝐭𝐞 𝐜𝐨𝐥𝐞𝐠𝐚𝐬. 𝐒𝐢𝐠𝐚𝐦𝐨𝐬 𝐚𝐝𝐞𝐥𝐚𝐧𝐭𝐞! ⁣ Happy #DiaDelPeriodista,"['unique', 'experience', '𝐔𝐧', '𝐚𝐛𝐫𝐚𝐳𝐨', '𝐠𝐢𝐠𝐚𝐧𝐭𝐞', '𝐜𝐨𝐥𝐞𝐠𝐚𝐬', '𝐒𝐢𝐠𝐚𝐦𝐨𝐬', '𝐚𝐝𝐞𝐥𝐚𝐧𝐭𝐞', 'happy', 'diadelperiodista']",0.0,0.709,0.291,Neutral
...para seguir creciendo en medio de nuevos retos sin dejar el trabajo por mi #Venezuela. Los frutos recogidos han dado fe del esfuerzo. ¡Y lo que falta!   Aprendí a reconocer en mí y en los demás la diversidad y a sensibilizarme aún más con causas sociales diversas.,"['seguir', 'creciendo', 'medio', 'nuevos', 'retos', 'dejar', 'trabajo', 'venezuela', 'frutos', 'recogidos', 'dado', 'fe', 'esfuerzo', '¡y', 'falta', 'aprendí', 'reconocer', 'demás', 'diversidad', 'sensibilizarme', 'aún', 'causas', 'sociales', 'diversas']",... to continue growing in the midst of new challenges without leaving work for me #Venezuela. The fruits collected have testified to the effort. And what's missing! I learned to recognize diversity in myself and others and to become even more sensitive to diverse social causes.,"['continue', 'growing', 'midst', 'new', 'challenges', 'without', 'leaving', 'work', 'venezuela', 'fruits', 'collected', 'testified', 'effort', 'missing', 'learned', 'recognize', 'diversity', 'others', 'become', 'even', 'sensitive', 'diverse', 'social', 'causes']",0.084,0.802,0.115,Neutral
"...un estilo de vida, un anhelo de 𝐜𝐚𝐦𝐛𝐢𝐨 𝐬𝐨𝐜𝐢𝐚𝐥, una entrega por 𝐯𝐚𝐥𝐨𝐫𝐞𝐬 y 𝐜𝐨𝐧𝐯𝐢𝐜𝐜𝐢𝐨𝐧𝐞𝐬, una exposición de nuestras 𝐯𝐞𝐫𝐝𝐚𝐝𝐞𝐬 é𝐭𝐢𝐜𝐚𝐬.  Es un servicio público que cuestiona al poder.   En #EstadosUnidos me tocó reconocer mi capacidad...","['estilo', 'vida', 'anhelo', '𝐜𝐚𝐦𝐛𝐢𝐨', '𝐬𝐨𝐜𝐢𝐚𝐥', 'entrega', '𝐯𝐚𝐥𝐨𝐫𝐞𝐬', '𝐜𝐨𝐧𝐯𝐢𝐜𝐜𝐢𝐨𝐧𝐞𝐬', 'exposición', '𝐯𝐞𝐫𝐝𝐚𝐝𝐞𝐬', 'é𝐭𝐢𝐜𝐚𝐬', 'servicio', 'público', 'cuestiona', 'poder', 'estadosunidos', 'tocó', 'reconocer', 'capacidad']","... a lifestyle, a longing for 𝐜𝐚𝐦𝐛𝐢𝐨 𝐬𝐨𝐜𝐢𝐚𝐥, a dedication to 𝐯𝐚𝐥𝐨𝐫𝐞𝐬 and 𝐜𝐨𝐧𝐯𝐢𝐜𝐜𝐢𝐨𝐧𝐞𝐬, an exhibition of our 𝐯𝐞𝐫𝐝𝐚𝐝𝐞𝐬 é. It is a public service that questions power. In #EstadosUnidos I had to recognize my ability ...","['lifestyle', 'longing', '𝐜𝐚𝐦𝐛𝐢𝐨', '𝐬𝐨𝐜𝐢𝐚𝐥', 'dedication', '𝐯𝐚𝐥𝐨𝐫𝐞𝐬', '𝐜𝐨𝐧𝐯𝐢𝐜𝐜𝐢𝐨𝐧𝐞𝐬', 'exhibition', '𝐯𝐞𝐫𝐝𝐚𝐝𝐞𝐬', 'public', 'service', 'questions', 'power', 'estadosunidos', 'recognize', 'ability']",0.063,0.805,0.132,Neutral
"Tarde, pero seguro: 𝐅𝐞𝐥𝐢𝐳 𝐝í𝐚 𝐝𝐞𝐥 𝐩𝐞𝐫𝐢𝐨𝐝𝐢𝐬𝐭𝐚 𝐞𝐧 #𝐕𝐞𝐧𝐞𝐳𝐮𝐞𝐥𝐚 a mis colegas que están en el país y alrededor del mundo.  ⁣ 𝘏𝘰𝘺 𝟸𝟽 𝘥𝘦 𝘫𝘶𝘯𝘪𝘰 es momento propicio para recordar que esta profesión más que una carrera es un 𝐚𝐩𝐨𝐬𝐭𝐨𝐥𝐚𝐝𝐨,  https://t.co/yjoh6TlmD3","['tarde', 'seguro', '𝐅𝐞𝐥𝐢𝐳', '𝐝í𝐚', '𝐝𝐞𝐥', '𝐩𝐞𝐫𝐢𝐨𝐝𝐢𝐬𝐭𝐚', '𝐞𝐧', '𝐕𝐞𝐧𝐞𝐳𝐮𝐞𝐥𝐚', 'colegas', 'país', 'alrededor', 'mundo', '𝘏𝘰𝘺', '𝘥𝘦', '𝘫𝘶𝘯𝘪𝘰', 'momento', 'propicio', 'recordar', 'profesión', 'carrera', '𝐚𝐩𝐨𝐬𝐭𝐨𝐥𝐚𝐝𝐨']","Late, but safe: 𝐅𝐞𝐥𝐢𝐳 𝐝í𝐚 𝐝𝐞𝐥 𝐩𝐞𝐫𝐢𝐨𝐝𝐢𝐬𝐭𝐚 𝐞𝐧 # 𝐕𝐞𝐧𝐞𝐳𝐮𝐞𝐥𝐚 to my colleagues who are in the country and around the world. ⁣ 𝘏𝘰𝘺 𝟸𝟽 𝘥𝘦 𝘫𝘶𝘯𝘪𝘰 is the right time to remember that this profession is more than a career 𝐚𝐩𝐨𝐬𝐭𝐨𝐥𝐚𝐝𝐨, https://t.co/yjoh6TlmD3","['late', 'safe', '𝐅𝐞𝐥𝐢𝐳', '𝐝í𝐚', '𝐝𝐞𝐥', '𝐩𝐞𝐫𝐢𝐨𝐝𝐢𝐬𝐭𝐚', '𝐞𝐧', '𝐕𝐞𝐧𝐞𝐳𝐮𝐞𝐥𝐚', 'colleagues', 'country', 'around', 'world', '𝘏𝘰𝘺', '𝘥𝘦', '𝘫𝘶𝘯𝘪𝘰', 'right', 'time', 'remember', 'profession', 'career', '𝐚𝐩𝐨𝐬𝐭𝐨𝐥𝐚𝐝𝐨']",0.0,0.873,0.127,Neutral
@horseygal77 @DoorDash @DoorDash_Help Yes. I’m done with @DoorDash. Terrible customer service. I’m sorry you had to go through that.,"['horseygal', 'doordash', 'doordash', 'help', 'yes', 'i’m', 'done', 'with', 'doordash', 'terrible', 'customer', 'service', 'i’m', 'sorry', 'you', 'had', 'to', 'go', 'through', 'that']",@horseygal77 @DoorDash @DoorDash_Help Yes. I’m done with @DoorDash. Terrible customer service. I’m sorry you had to go through that.,"['horseygal', 'doordash', 'doordash', 'help', 'yes', 'i’m', 'done', 'doordash', 'terrible', 'customer', 'service', 'i’m', 'sorry', 'go']",0.222,0.505,0.273,Neutral
"Amigos, les pido apoyo para mi tío Bernardo, quien se encuentra en Venezuela.Debe realizarse una operación a la brevedad luego de caer de escalera.Tuvo pérdida motriz en sus piernas.Tu granito de arena es bienvenido🙏🏻Gracias. • Haciendo RT también ayudas  https://t.co/oGnFkaj2GH  https://t.co/4ftWZSv79S","['amigos', 'pido', 'apoyo', 'tío', 'bernardo', 'encuentra', 'venezuela', 'debe', 'realizarse', 'operación', 'brevedad', 'luego', 'caer', 'escalera', 'pérdida', 'motriz', 'piernas', 'granito', 'arena', 'bienvenido🙏🏻gracias', 'haciendo', 'rt', 'ayudas']","Friends, I ask for your support for my uncle Bernardo, who is in Venezuela. An operation should be performed shortly after falling from a ladder. He had a loss of movement in his legs. Your grain of sand is welcome. Thank you. • Doing RT also helps https://t.co/oGnFkaj2GH https://t.co/4ftWZSv79S","['friends', 'ask', 'support', 'uncle', 'bernardo', 'venezuela', 'operation', 'performed', 'shortly', 'falling', 'ladder', 'loss', 'movement', 'legs', 'grain', 'sand', 'welcome', 'thank', 'rt', 'also', 'helps']",0.123,0.44,0.437,Neutral
NASA intentará desviar un asteroide por primera vez  https://t.co/oJHHpducPm vía @eltiempolatino  https://t.co/ICwztvS1SZ,"['nasa', 'intentará', 'desviar', 'asteroide', 'primera', 'vez', 'vía', 'eltiempolatino']",NASA will try to deflect an asteroid for the first time https://t.co/oJHHpducPm via @eltiempolatino https://t.co/ICwztvS1SZ,"['nasa', 'try', 'deflect', 'asteroid', 'first', 'time', 'via', 'eltiempolatino']",0.0,1.0,0.0,Neutral
"Caricatura | Cuba y el COVID-19, por Fernando Pinilla @FMPinilla  https://t.co/oSYPeFrvng vía @eltiempolatino  https://t.co/qum76FvXJg","['caricatura', 'cuba', 'covid', 'fernando', 'pinilla', 'fmpinilla', 'vía', 'eltiempolatino']","Caricature | Cuba and COVID-19, by Fernando Pinilla @FMPinilla https://t.co/oSYPeFrvng via @eltiempolatino https://t.co/qum76FvXJg","['caricature', 'cuba', 'covid', 'fernando', 'pinilla', 'fmpinilla', 'via', 'eltiempolatino']",0.0,1.0,0.0,Neutral
Especialistas advierten riesgos de automedicarse contra el COVID-19  https://t.co/UFMlIeWf1q vía @eltiempolatino  https://t.co/hudmacuso6,"['especialistas', 'advierten', 'riesgos', 'automedicarse', 'covid', 'vía', 'eltiempolatino']",Specialists warn of risks of self-medicating against COVID-19 https://t.co/UFMlIeWf1q via @eltiempolatino https://t.co/hudmacuso6,"['specialists', 'warn', 'risks', 'self', 'medicating', 'covid', 'via', 'eltiempolatino']",0.368,0.632,0.0,Neutral
Especial | COVID-19: La hidroxicloroquina es descartada como tratamiento preventivo | Por @Zakont  https://t.co/XUI1jDugaq vía @eltiempolatino  https://t.co/diqlNvcT1R,"['especial', 'covid', 'hidroxicloroquina', 'descartada', 'tratamiento', 'preventivo', 'zakont', 'vía', 'eltiempolatino']",Special | COVID-19: Hydroxychloroquine is ruled out as a preventive treatment | By @Zakont https://t.co/XUI1jDugaq via @eltiempolatino https://t.co/diqlNvcT1R,"['special', 'covid', 'hydroxychloroquine', 'ruled', 'preventive', 'treatment', 'zakont', 'via', 'eltiempolatino']",0.0,0.748,0.252,Neutral
Justicia y sostenibilidad: Mujeres líderes latinas presentan nueva plataforma interamericana (+video)  https://t.co/TRxZE4hMH9 - vía @eltiempolatino  https://t.co/EfnWl2cRGy,"['justicia', 'sostenibilidad', 'mujeres', 'líderes', 'latinas', 'presentan', 'nueva', 'plataforma', 'interamericana', 'video', 'vía', 'eltiempolatino']",Justice and sustainability: Latina women leaders present new inter-American platform (+ video) https://t.co/TRxZE4hMH9 - via @eltiempolatino https://t.co/EfnWl2cRGy,"['justice', 'sustainability', 'latina', 'women', 'leaders', 'present', 'new', 'inter', 'american', 'platform', 'video', 'via', 'eltiempolatino']",0.0,0.779,0.221,Neutral
EEUU sanciona a capitanes de buques iraníes por llevar gasolina al régimen de Maduro  https://t.co/HEDCZQbyV3 vía @eltiempolatino #24Jun  https://t.co/t26SKsRX9L,"['eeuu', 'sanciona', 'capitanes', 'buques', 'iraníes', 'llevar', 'gasolina', 'régimen', 'maduro', 'vía', 'eltiempolatino', 'jun']",The US sanctions captains of Iranian ships for bringing gasoline to the Maduro regime https://t.co/HEDCZQbyV3 via @eltiempolatino # 24Jun https://t.co/t26SKsRX9L,"['us', 'sanctions', 'captains', 'iranian', 'ships', 'bringing', 'gasoline', 'maduro', 'regime', 'via', 'eltiempolatino', 'jun']",0.0,1.0,0.0,Neutral
Autoridades reportan seis muertos por terremoto en México  https://t.co/axRuxP97TW vía @eltiempolatino  https://t.co/nDTTqh7grj,"['autoridades', 'reportan', 'seis', 'muertos', 'terremoto', 'méxico', 'vía', 'eltiempolatino']",Authorities report six deaths from an earthquake in Mexico https://t.co/axRuxP97TW via @eltiempolatino https://t.co/nDTTqh7grj,"['authorities', 'report', 'six', 'deaths', 'earthquake', 'mexico', 'via', 'eltiempolatino']",0.0,1.0,0.0,Neutral
"Opinión | La gestión de la ira en el trabajo, por Estrella Flores-carretero @EstrellaFloresC  https://t.co/0VesHKew4J vía @eltiempolatino  https://t.co/pvQkdaeNBg","['opinión', 'gestión', 'ira', 'trabajo', 'estrella', 'flores', 'carretero', 'estrellafloresc', 'vía', 'eltiempolatino']","Opinion | Anger management at work, by Estrella Flores-carretero @EstrellaFloresC https://t.co/0VesHKew4J via @eltiempolatino https://t.co/pvQkdaeNBg","['opinion', 'anger', 'management', 'work', 'estrella', 'flores', 'carretero', 'estrellafloresc', 'via', 'eltiempolatino']",0.291,0.709,0.0,Neutral
Propietarios de Avior facilitaron a Bolivariana de Aeropuertos operaciones que violan sanciones de EE.UU.  https://t.co/Yn3akvE9S3 | Por @maibortpetit - vía @eltiempolatino  https://t.co/H91RpI8LOn,"['propietarios', 'avior', 'facilitaron', 'bolivariana', 'aeropuertos', 'operaciones', 'violan', 'sanciones', 'ee', 'uu', 'maibortpetit', 'vía', 'eltiempolatino']",Avior owners provided Bolivariana de Aeropuertos with operations that violate US sanctions https://t.co/Yn3akvE9S3 | By @maibortpetit - via @eltiempolatino https://t.co/H91RpI8LOn,"['avior', 'owners', 'provided', 'bolivariana', 'de', 'aeropuertos', 'operations', 'violate', 'us', 'sanctions', 'maibortpetit', 'via', 'eltiempolatino']",0.211,0.789,0.0,Neutral
@realDonaldTrump Solo me reuniría con @NicolasMaduro para abordar una salida pacífica  https://t.co/Q1rOxLXeCA vía @eltiempolatino #22Jun  https://t.co/A6LN7R7f0v,"['realdonaldtrump', 'solo', 'reuniría', 'nicolasmaduro', 'abordar', 'salida', 'pacífica', 'vía', 'eltiempolatino', 'jun']",@realDonaldTrump I would only meet with @NicolasMaduro to address a peaceful exit https://t.co/Q1rOxLXeCA via @eltiempolatino # 22Jun https://t.co/A6LN7R7f0v,"['realdonaldtrump', 'would', 'meet', 'nicolasmaduro', 'address', 'peaceful', 'exit', 'via', 'eltiempolatino', 'jun']",0.0,0.738,0.262,Neutral
"Alex Saab, el hombre de los secretos de Nicolás Maduro  https://t.co/FHmLMsl7Ev vía @eltiempolatino  https://t.co/bWVcLPZUGN","['alex', 'saab', 'hombre', 'secretos', 'nicolás', 'maduro', 'vía', 'eltiempolatino']","Alex Saab, Nicolás Maduro's man of secrets https://t.co/FHmLMsl7Ev via @eltiempolatino https://t.co/bWVcLPZUGN","['alex', 'saab', 'nicolás', 'maduro', 'man', 'secrets', 'via', 'eltiempolatino']",0.0,1.0,0.0,Neutral
El Salvador: médicos advierten el colapso de hospitales por casos de COVID-19  https://t.co/fdP5EU7Lca vía @eltiempolatino  https://t.co/vpiBuBYJqa,"['salvador', 'médicos', 'advierten', 'colapso', 'hospitales', 'casos', 'covid', 'vía', 'eltiempolatino']",El Salvador: Doctors warn of the collapse of hospitals due to COVID-19 cases https://t.co/fdP5EU7Lca via @eltiempolatino https://t.co/vpiBuBYJqa,"['el', 'salvador', 'doctors', 'warn', 'collapse', 'hospitals', 'due', 'covid', 'cases', 'via', 'eltiempolatino']",0.338,0.662,0.0,Neutral
Experto recomienda divertirse con prudencia en verano para evitar el Covid-19 (+video)  https://t.co/XErzr5HnwQ - vía @eltiempolatino  https://t.co/7zdpfe6qVw,"['experto', 'recomienda', 'divertirse', 'prudencia', 'verano', 'evitar', 'covid', 'video', 'vía', 'eltiempolatino']",Expert recommends having fun wisely in summer to avoid Covid-19 (+ video) https://t.co/XErzr5HnwQ - via @eltiempolatino https://t.co/7zdpfe6qVw,"['expert', 'recommends', 'fun', 'wisely', 'summer', 'avoid', 'covid', 'video', 'via', 'eltiempolatino']",0.136,0.37,0.494,Positivo
Beato José Gregorio Hernández 🙏🏻,"['beato', 'josé', 'gregorio', 'hernández', '🙏🏻']",Blessed José Gregorio Hernández 🙏🏻,"['blessed', 'josé', 'gregorio', 'hernández', '🙏🏻']",0.0,0.698,0.302,Neutral
"#Caricatura | De AMLO para el régimen venezolano, por Fernando Pinilla @FMPinilla  https://t.co/lddg8I5KeY vía @eltiempolatino  https://t.co/lGAhFoHwNW","['caricatura', 'amlo', 'régimen', 'venezolano', 'fernando', 'pinilla', 'fmpinilla', 'vía', 'eltiempolatino']","#Caricature | From AMLO to the Venezuelan regime, by Fernando Pinilla @FMPinilla https://t.co/lddg8I5KeY via @eltiempolatino https://t.co/lGAhFoHwNW","['caricature', 'amlo', 'venezuelan', 'regime', 'fernando', 'pinilla', 'fmpinilla', 'via', 'eltiempolatino']",0.0,1.0,0.0,Neutral
Administración Trump apuesta por llenar con su terna la presidencia del BID  https://t.co/fSgWguOQZE vía @eltiempolatino  https://t.co/ZLmGgQ3xwp,"['administración', 'trump', 'apuesta', 'llenar', 'terna', 'presidencia', 'bid', 'vía', 'eltiempolatino']",Trump Administration is committed to filling the IDB presidency with its shortlist https://t.co/fSgWguOQZE via @eltiempolatino https://t.co/ZLmGgQ3xwp,"['trump', 'administration', 'committed', 'filling', 'idb', 'presidency', 'shortlist', 'via', 'eltiempolatino']",0.0,0.792,0.208,Neutral
Especial | Indígenas en Latinoamérica: Una población vulnerable ante la pandemia  https://t.co/2yLl4TPmgm | por @SotoJonathanj - vía @eltiempolatino  https://t.co/fxuWwogWyD,"['especial', 'indígenas', 'latinoamérica', 'población', 'vulnerable', 'pandemia', 'sotojonathanj', 'vía', 'eltiempolatino']",Special | Indigenous people in Latin America: A population vulnerable to the pandemic https://t.co/2yLl4TPmgm | by @SotoJonathanj - via @eltiempolatino https://t.co/fxuWwogWyD,"['special', 'indigenous', 'people', 'latin', 'america', 'population', 'vulnerable', 'pandemic', 'sotojonathanj', 'via', 'eltiempolatino']",0.14,0.662,0.199,Neutral
@CASAforall espera un aumento de la confianza entre la comunidad migrante y la policía de Prince William (+video)  https://t.co/QZ4j62zb4I - vía @eltiempolatino  https://t.co/GPdbRPoijt,"['casaforall', 'espera', 'aumento', 'confianza', 'comunidad', 'migrante', 'policía', 'prince', 'william', 'video', 'vía', 'eltiempolatino']",@CASAforall expects an increase in trust between the migrant community and the Prince William police (+ video) https://t.co/QZ4j62zb4I - via @eltiempolatino https://t.co/GPdbRPoijt,"['casaforall', 'expects', 'increase', 'trust', 'migrant', 'community', 'prince', 'william', 'police', 'video', 'via', 'eltiempolatino']",0.0,0.641,0.359,Neutral
Pareja varada retorna en carro de EEUU a El Salvador  https://t.co/SbVQ066IpY vía @eltiempolatino  https://t.co/wXW9C63cot,"['pareja', 'varada', 'retorna', 'carro', 'eeuu', 'salvador', 'vía', 'eltiempolatino']",Stranded couple returns by car from the US to El Salvador https://t.co/SbVQ066IpY via @eltiempolatino https://t.co/wXW9C63cot,"['stranded', 'couple', 'returns', 'car', 'us', 'el', 'salvador', 'via', 'eltiempolatino']",0.0,1.0,0.0,Neutral
Abogado de Alex Saab intentará frenar la extradición a EEUU  https://t.co/71rPQoYIa8 vía @eltiempolatino  https://t.co/7KQehU1yZz,"['abogado', 'alex', 'saab', 'intentará', 'frenar', 'extradición', 'eeuu', 'vía', 'eltiempolatino']",Alex Saab's lawyer will try to stop the extradition to the US https://t.co/71rPQoYIa8 via @eltiempolatino https://t.co/7KQehU1yZz,"['alex', 'saab', 'lawyer', 'try', 'stop', 'extradition', 'us', 'via', 'eltiempolatino']",0.216,0.784,0.0,Neutral
Elevadores y coronavirus: ¿cómo llegar a la oficina o a casa de manera segura? | Por Lauren Weber @LaurenWeberHP  https://t.co/WylNDJv93i vía @eltiempolatino #16Jun  https://t.co/JnI578vTTz,"['elevadores', 'coronavirus', '¿cómo', 'llegar', 'oficina', 'casa', 'manera', 'segura', 'lauren', 'weber', 'laurenweberhp', 'vía', 'eltiempolatino', 'jun']",Elevators and coronavirus: how to get to the office or home safely? | By Lauren Weber @LaurenWeberHP https://t.co/WylNDJv93i via @eltiempolatino # 16Jun https://t.co/JnI578vTTz,"['elevators', 'coronavirus', 'get', 'office', 'home', 'safely', 'lauren', 'weber', 'laurenweberhp', 'via', 'eltiempolatino', 'jun']",0.0,0.775,0.225,Neutral
COVID-19: estas son las medidas sanitarias indispensables durante la reapertura económica  https://t.co/OQPpHaZjXB vía @eltiempolatino #16Jun  https://t.co/RBsJtmRjwk,"['covid', 'medidas', 'sanitarias', 'indispensables', 'reapertura', 'económica', 'vía', 'eltiempolatino', 'jun']",COVID-19: these are the essential health measures during the economic reopening https://t.co/OQPpHaZjXB via @eltiempolatino # 16Jun https://t.co/RBsJtmRjwk,"['covid', 'essential', 'health', 'measures', 'economic', 'reopening', 'via', 'eltiempolatino', 'jun']",0.0,1.0,0.0,Neutral
#Opinión | ¿Qué hacemos con el Coliseo de Roma? | Por: Ismael Cala @CALA  https://t.co/yn181meZTX vía @eltiempolatino  https://t.co/J0CFzeDsZX,"['opinión', '¿qué', 'hacemos', 'coliseo', 'roma', 'ismael', 'cala', 'cala', 'vía', 'eltiempolatino']",# Opinion | What do we do with the Colosseum in Rome? | By: Ismael Cala @CALA https://t.co/yn181meZTX via @eltiempolatino https://t.co/J0CFzeDsZX,"['opinion', 'colosseum', 'rome', 'ismael', 'cala', 'cala', 'via', 'eltiempolatino']",0.0,1.0,0.0,Neutral
Asociación de Inquilinos de D.C. pide apoyo de la alcaldía para la condonación de rentas (+video)  https://t.co/hAv3JD0N10 - vía @eltiempolatino  https://t.co/1CzGPbAdKI,"['asociación', 'inquilinos', 'pide', 'apoyo', 'alcaldía', 'condonación', 'rentas', 'video', 'vía', 'eltiempolatino']",Tenant Association of D.C. requests support from the mayor's office for the forgiveness of rents (+ video) https://t.co/hAv3JD0N10 - via @eltiempolatino https://t.co/1CzGPbAdKI,"['tenant', 'association', 'requests', 'support', 'mayor', 'office', 'forgiveness', 'rents', 'video', 'via', 'eltiempolatino']",0.0,0.652,0.348,Neutral
Corte Suprema protege a comunidad LGBT de despidos por discriminación  https://t.co/ddTYMOgCEP vía @eltiempolatino #15Jun  https://t.co/b2JWyhuGXb,"['corte', 'suprema', 'protege', 'comunidad', 'lgbt', 'despidos', 'discriminación', 'vía', 'eltiempolatino', 'jun']",Supreme Court protects the LGBT community from dismissals for discrimination https://t.co/ddTYMOgCEP via @eltiempolatino # 15Jun https://t.co/b2JWyhuGXb,"['supreme', 'court', 'protects', 'lgbt', 'community', 'dismissals', 'discrimination', 'via', 'eltiempolatino', 'jun']",0.0,0.576,0.424,Neutral
#AlMinuto: Pekín teme un nuevo brote de coronavirus  https://t.co/iUC4fV7aJI vía @eltiempolatino  https://t.co/6GiAvjn8AA,"['alminuto', 'pekín', 'teme', 'nuevo', 'brote', 'coronavirus', 'vía', 'eltiempolatino']",#AlMinuto: Beijing fears a new coronavirus outbreak https://t.co/iUC4fV7aJI via @eltiempolatino https://t.co/6GiAvjn8AA,"['alminuto', 'beijing', 'fears', 'new', 'coronavirus', 'outbreak', 'via', 'eltiempolatino']",0.286,0.714,0.0,Neutral
