,Unnamed: 0,tweet,tweet_translated,tweet_cleaned,tweet_tokenized,compound,neg,neu,pos
60,60,"1) antes de empezar las partes deben poner sobre la mesa aquello que permita un ambiente propicio. El gob: dar garantías inmediatas de libertad de participación política. La oposición y aliados: resolver temas humanitarios (vacunación, alimentación, medicinas y combustible)","1) Before starting, the parties should put on the table what allows a conducive environment. The gob: give immediate guarantees of freedom of political participation. The opposition and allies: resolving humanitarian issues (vaccination, food, medicine and fuel)", antes de empezar las partes deben poner sobre la mesa aquello que permita un ambiente propicio el gob dar garantías inmediatas de libertad de participación política la oposición y aliados resolver temas humanitarios vacunación alimentación medicinas y combustible ,"['antes', 'de', 'empezar', 'las', 'partes', 'deben', 'poner', 'sobre', 'la', 'mesa', 'aquello', 'que', 'permita', 'un', 'ambiente', 'propicio', 'el', 'gob', 'dar', 'garantías', 'inmediatas', 'de', 'libertad', 'de', 'participación', 'política', 'la', 'oposición', 'aliados', 'resolver', 'temas', 'humanitarios', 'vacunación', 'alimentación', 'medicinas', 'combustible']",0.8591,0.0,0.782,0.218
61,61,La opo deberá plantear (inteligentemente) esta negociación en 3 partes. 1) ¿qué se necesita previamente para comenzar la negociación de manera estable? 2) ¿qué se puede acordar a corto plazo y qué intercambiar por ello # y 3) cuáles son los acuerdos integrales de la largo plazo.,The opposition must (intelligently) raise this negotiation in 3 parts. 1) what is needed beforehand to start trading on a stable basis? 2) what can be agreed in the short term and what to exchange for it # and 3) what are the comprehensive agreements in the long term.,la opo deberá plantear inteligentemente esta negociación en partes ¿qué se necesita previamente para comenzar la negociación de manera estable ¿qué se puede acordar a corto plazo y qué intercambiar por ello y cuáles son los acuerdos integrales de la largo plazo ,"['la', 'opo', 'deberá', 'plantear', 'inteligentemente', 'esta', 'negociación', 'en', 'partes', '¿qué', 'se', 'necesita', 'previamente', 'para', 'comenzar', 'la', 'negociación', 'de', 'manera', 'estable', '¿qué', 'se', 'puede', 'acordar', 'corto', 'plazo', 'qué', 'intercambiar', 'por', 'ello', 'cuáles', 'son', 'los', 'acuerdos', 'integrales', 'de', 'la', 'largo', 'plazo']",0.8555,0.0,0.794,0.206
62,62,"Pero, ¿cuáles son los retos ahora que inicia la negociación? Pues como siempre, enormes, difíciles y peligrosos. Esto apenas comienza contra un adversario que también buscará ganar, planteando una juego suma cero, que intentará que el otro pierda...y claro que se puede perder.","But what are the challenges now that the negotiation begins? Well, as always, huge, difficult and dangerous. This just begins against an opponent who will also seek to win, posing a zero sum game, which will try to make the other lose ... and of course he can lose.",pero ¿cuáles son los retos ahora que inicia la negociación pues como siempre enormes difíciles y peligrosos esto apenas comienza contra un adversario que también buscará ganar planteando una juego suma cero que intentará que el otro pierda y claro que se puede perder ,"['pero', '¿cuáles', 'son', 'los', 'retos', 'ahora', 'que', 'inicia', 'la', 'negociación', 'pues', 'como', 'siempre', 'enormes', 'difíciles', 'peligrosos', 'esto', 'apenas', 'comienza', 'contra', 'un', 'adversario', 'que', 'también', 'buscará', 'ganar', 'planteando', 'una', 'juego', 'suma', 'cero', 'que', 'intentará', 'que', 'el', 'otro', 'pierda', 'claro', 'que', 'se', 'puede', 'perder']",-0.5023,0.214,0.605,0.181
63,63,No es un dilema entre negociar o no sino entre replantear la lucha en un horizonte de tiempo acorde con tus posibilidades o seguir la estrategia basada en ilusiones falsas que pulverizaron las esperanzas de cambio. Al entrar a este proceso abren oportunidades que estaban cerradas,"It is not a dilemma between negotiating or not, but between rethinking the fight in a time horizon according to your possibilities or following the strategy based on false illusions that pulverized hopes for change. Upon entering this process, opportunities that were closed open",no es un dilema entre negociar o no sino entre replantear la lucha en un horizonte de tiempo acorde con tus posibilidades o seguir la estrategia basada en ilusiones falsas que pulverizaron las esperanzas de cambio al entrar a este proceso abren oportunidades que estaban cerradas,"['no', 'es', 'un', 'dilema', 'entre', 'negociar', 'no', 'sino', 'entre', 'replantear', 'la', 'lucha', 'en', 'un', 'horizonte', 'de', 'tiempo', 'acorde', 'con', 'tus', 'posibilidades', 'seguir', 'la', 'estrategia', 'basada', 'en', 'ilusiones', 'falsas', 'que', 'pulverizaron', 'las', 'esperanzas', 'de', 'cambio', 'al', 'entrar', 'este', 'proceso', 'abren', 'oportunidades', 'que', 'estaban', 'cerradas']",0.6071,0.066,0.773,0.161
64,64,Queda claro que el éxito o fracaso de esta negociación para la oposición no es terminar con Maduro y su gobierno a corto plazo (que sería un fracaso pre cantado) sino lograr acuerdos sectoriales y parciales que mejoren las condiciones de la gente y su capacidad de lucha futura.,It is clear that the success or failure of this negotiation for the opposition is not to end Maduro and his government in the short term (which would be a pre-planned failure) but to achieve sectorial and partial agreements that improve the conditions of the people and their ability to fight. future.,queda claro que el éxito o fracaso de esta negociación para la oposición no es terminar con maduro y su gobierno a corto plazo que sería un fracaso pre cantado sino lograr acuerdos sectoriales y parciales que mejoren las condiciones de la gente y su capacidad de lucha futura ,"['queda', 'claro', 'que', 'el', 'éxito', 'fracaso', 'de', 'esta', 'negociación', 'para', 'la', 'oposición', 'no', 'es', 'terminar', 'con', 'maduro', 'su', 'gobierno', 'corto', 'plazo', 'que', 'sería', 'un', 'fracaso', 'pre', 'cantado', 'sino', 'lograr', 'acuerdos', 'sectoriales', 'parciales', 'que', 'mejoren', 'las', 'condiciones', 'de', 'la', 'gente', 'su', 'capacidad', 'de', 'lucha', 'futura']",0.7096,0.118,0.674,0.208
65,65,"Cuando la opo acepta entrar a la negociación, sabiendo que no conseguirá la salida rápida de Maduro, lo que busca es resolver problemas graves de la gente (arista humanitaria) y re articularse para superar la irrelevancia a la que le condena la abstención y ausencia de resultados","When the opposition agrees to enter the negotiation, knowing that it will not achieve a quick exit from Maduro, what it seeks is to solve serious problems of the people (humanitarian edge) and re-articulate itself to overcome the irrelevance to which the abstention and absence of results",cuando la opo acepta entrar a la negociación sabiendo que no conseguirá la salida rápida de maduro lo que busca es resolver problemas graves de la gente arista humanitaria y re articularse para superar la irrelevancia a la que le condena la abstención y ausencia de resultados,"['cuando', 'la', 'opo', 'acepta', 'entrar', 'la', 'negociación', 'sabiendo', 'que', 'no', 'conseguirá', 'la', 'salida', 'rápida', 'de', 'maduro', 'lo', 'que', 'busca', 'es', 'resolver', 'problemas', 'graves', 'de', 'la', 'gente', 'arista', 'humanitaria', 're', 'articularse', 'para', 'superar', 'la', 'irrelevancia', 'la', 'que', 'le', 'condena', 'la', 'abstención', 'ausencia', 'de', 'resultados']",-0.1027,0.079,0.85,0.071
66,66,Está claro para todos (lo reconozcan o no) que Maduro no va a negociar su permanencia en el gob y la oposición no tiene la fuerza para obligarlo a salir. Esa información cambia el objetivo sobre el que se medirá el éxito o el fracaso de este proceso.,It is clear to everyone (whether they recognize it or not) that Maduro is not going to negotiate his permanence in the gob and the opposition does not have the strength to force him to leave. That information changes the objective against which the success or failure of this process will be measured.,está claro para todos lo reconozcan o no que maduro no va a negociar su permanencia en el gob y la oposición no tiene la fuerza para obligarlo a salir esa información cambia el objetivo sobre el que se medirá el éxito o el fracaso de este proceso ,"['está', 'claro', 'para', 'todos', 'lo', 'reconozcan', 'no', 'que', 'maduro', 'no', 'va', 'negociar', 'su', 'permanencia', 'en', 'el', 'gob', 'la', 'oposición', 'no', 'tiene', 'la', 'fuerza', 'para', 'obligarlo', 'salir', 'esa', 'información', 'cambia', 'el', 'objetivo', 'sobre', 'el', 'que', 'se', 'medirá', 'el', 'éxito', 'el', 'fracaso', 'de', 'este', 'proceso']",0.0444,0.116,0.781,0.103
67,67,"Hay 3 condiciones para que la negociación tenga más posibilidades que los procesos previos (aunque sin garantía): ambos (gob y opo) deben estar dispuestas a negociar (ocurrió), deben reconocer quién es su contraparte (ocurrió) y deben calibrar expectativas (tarea pendiente).","There are 3 conditions for the negotiation to have more possibilities than the previous processes (although without guarantee): both (gov and opo) must be willing to negotiate (it happened), they must recognize who their counterpart is (it happened) and they must calibrate expectations (task earring).",hay condiciones para que la negociación tenga más posibilidades que los procesos previos aunque sin garantía ambos gob y opo deben estar dispuestas a negociar ocurrió deben reconocer quién es su contraparte ocurrió y deben calibrar expectativas tarea pendiente ,"['hay', 'condiciones', 'para', 'que', 'la', 'negociación', 'tenga', 'más', 'posibilidades', 'que', 'los', 'procesos', 'previos', 'aunque', 'sin', 'garantía', 'ambos', 'gob', 'opo', 'deben', 'estar', 'dispuestas', 'negociar', 'ocurrió', 'deben', 'reconocer', 'quién', 'es', 'su', 'contraparte', 'ocurrió', 'deben', 'calibrar', 'expectativas', 'tarea', 'pendiente']",-0.1877,0.038,0.962,0.0
68,68,"La coordinación entre el G4 (dirigido por Guaido) y el grupo de opositores que arrancó el proceso previo de negociación por condiciones electorales (representado  por Capriles), es la mejor noticia del entorno político reciente y abre compuertas reales a la negociación.","The coordination between the G4 (led by Guaido) and the group of opponents that started the previous process of negotiation for electoral conditions (represented by Capriles), is the best news of the recent political environment and opens real floodgates to negotiation.",la coordinación entre el g dirigido por guaido y el grupo de opositores que arrancó el proceso previo de negociación por condiciones electorales representado por capriles es la mejor noticia del entorno político reciente y abre compuertas reales a la negociación ,"['la', 'coordinación', 'entre', 'el', 'dirigido', 'por', 'guaido', 'el', 'grupo', 'de', 'opositores', 'que', 'arrancó', 'el', 'proceso', 'previo', 'de', 'negociación', 'por', 'condiciones', 'electorales', 'representado', 'por', 'capriles', 'es', 'la', 'mejor', 'noticia', 'del', 'entorno', 'político', 'reciente', 'abre', 'compuertas', 'reales', 'la', 'negociación']",0.6369,0.0,0.905,0.095
69,69,@arielmorantes Y es que alguien duda que hubo una destrucción de capacidad productiva en el modelo revolucionario? Y alguien lo hace de la responsabilidad del gobierno? Y por eso entonces prohibimos importaciones y hacemos sufrir más a la gente?  Te parece lógico y Justo?,@arielmorantes And is anyone doubting that there was a destruction of productive capacity in the revolutionary model? And someone does it from the responsibility of the government? And that's why we ban imports and make people suffer more? Does it seem logical and fair to you?, arielmorantes y es que alguien duda que hubo una destrucción de capacidad productiva en el modelo revolucionario y alguien lo hace de la responsabilidad del gobierno y por eso entonces prohibimos importaciones y hacemos sufrir más a la gente te parece lógico y justo ,"['arielmorantes', 'es', 'que', 'alguien', 'duda', 'que', 'hubo', 'una', 'destrucción', 'de', 'capacidad', 'productiva', 'en', 'el', 'modelo', 'revolucionario', 'alguien', 'lo', 'hace', 'de', 'la', 'responsabilidad', 'del', 'gobierno', 'por', 'eso', 'entonces', 'prohibimos', 'importaciones', 'hacemos', 'sufrir', 'más', 'la', 'gente', 'te', 'parece', 'lógico', 'justo']",-0.9163,0.246,0.714,0.04
70,70,"Las negociaciones necesitan que la partes hagan un gesto previo  para estabilizar el ambiente. Maduro, la oposición y sus aliados necesitan ceder en todos los elementos humanitarios antes de comenzar su negociación política o el resultado será el mismo de siempre: encochinamiento","The negotiations require the parties to make a prior gesture to stabilize the environment. Maduro, the opposition and their allies need to give in on all humanitarian elements before starting their political negotiation or the result will be the same as always: piggyback.",las negociaciones necesitan que la partes hagan un gesto previo para estabilizar el ambiente maduro la oposición y sus aliados necesitan ceder en todos los elementos humanitarios antes de comenzar su negociación política o el resultado será el mismo de siempre encochinamiento,"['las', 'negociaciones', 'necesitan', 'que', 'la', 'partes', 'hagan', 'un', 'gesto', 'previo', 'para', 'estabilizar', 'el', 'ambiente', 'maduro', 'la', 'oposición', 'sus', 'aliados', 'necesitan', 'ceder', 'en', 'todos', 'los', 'elementos', 'humanitarios', 'antes', 'de', 'comenzar', 'su', 'negociación', 'política', 'el', 'resultado', 'será', 'el', 'mismo', 'de', 'siempre', 'encochinamiento']",0.4019,0.0,0.94,0.06
71,71,"La negociación política requiere un marco de estabilidad previa. Es imposible avanzar en una negociación (de por sí difícil y espinoza) mientras la gente agrega sufrimiento a su vida, colapsando la producción agrícola y la distribución de sus bienes esenciales sin diésel.","Political negotiation requires a framework of prior stability. It is impossible to advance in a negotiation (already difficult and thorny) while people add suffering to their lives, collapsing agricultural production and the distribution of their essential goods without diesel.",la negociación política requiere un marco de estabilidad previa es imposible avanzar en una negociación de por sí difícil y espinoza mientras la gente agrega sufrimiento a su vida colapsando la producción agrícola y la distribución de sus bienes esenciales sin diésel ,"['la', 'negociación', 'política', 'requiere', 'un', 'marco', 'de', 'estabilidad', 'previa', 'es', 'imposible', 'avanzar', 'en', 'una', 'negociación', 'de', 'por', 'sí', 'difícil', 'espinoza', 'mientras', 'la', 'gente', 'agrega', 'sufrimiento', 'su', 'vida', 'colapsando', 'la', 'producción', 'agrícola', 'la', 'distribución', 'de', 'sus', 'bienes', 'esenciales', 'sin', 'diésel']",-0.836,0.22,0.78,0.0
72,72,"El abastecimiento de diésel es vital la producción y distribución de alimentos, medicamentos e incluso para el proceso de vacunación. No hay política humanitaria que pueda avanzar sin combustible. El diésel es un tema claramente humanitario que no puede politizarse.","The supply of diesel is vital for the production and distribution of food, medicines and even for the vaccination process. There is no humanitarian policy that can proceed without fuel. Diesel is a clearly humanitarian issue that cannot be politicized.",el abastecimiento de diésel es vital la producción y distribución de alimentos medicamentos e incluso para el proceso de vacunación no hay política humanitaria que pueda avanzar sin combustible el diésel es un tema claramente humanitario que no puede politizarse ,"['el', 'abastecimiento', 'de', 'diésel', 'es', 'vital', 'la', 'producción', 'distribución', 'de', 'alimentos', 'medicamentos', 'incluso', 'para', 'el', 'proceso', 'de', 'vacunación', 'no', 'hay', 'política', 'humanitaria', 'que', 'pueda', 'avanzar', 'sin', 'combustible', 'el', 'diésel', 'es', 'un', 'tema', 'claramente', 'humanitario', 'que', 'no', 'puede', 'politizarse']",0.4019,0.05,0.839,0.111
73,73,"Es obvio que la negociación política se hará en base a flexibilización de sanciones, pero las medidas que afectan alimentación, salud y servicios básicos no pueden ser colocados en una mesa de negociación que puede durar meses (si no años). Eso sería éticamente inaceptable.","It is obvious that the political negotiation will be based on the easing of sanctions, but the measures that affect food, health and basic services cannot be placed on a negotiating table that can last for months (if not years). That would be ethically unacceptable.",es obvio que la negociación política se hará en base a flexibilización de sanciones pero las medidas que afectan alimentación salud y servicios básicos no pueden ser colocados en una mesa de negociación que puede durar meses si no años eso sería éticamente inaceptable ,"['es', 'obvio', 'que', 'la', 'negociación', 'política', 'se', 'hará', 'en', 'base', 'flexibilización', 'de', 'sanciones', 'pero', 'las', 'medidas', 'que', 'afectan', 'alimentación', 'salud', 'servicios', 'básicos', 'no', 'pueden', 'ser', 'colocados', 'en', 'una', 'mesa', 'de', 'negociación', 'que', 'puede', 'durar', 'meses', 'si', 'no', 'años', 'eso', 'sería', 'éticamente', 'inaceptable']",-0.5423,0.082,0.887,0.031
74,74,"66,4% de vzlanos cree que Estados Unidos debe levantar la prohibición de importar diésel a Venezuela desde otros países, pues no cumple su objetivo de presionar al gobierno pero si amplifica la crisis severa que vive la población y amenaza la destrucción del aparato productivo.","66.4% of villains believe that the United States should lift the ban on importing diesel to Venezuela from other countries, since it does not fulfill its objective of putting pressure on the government, but it does amplify the severe crisis that the population is experiencing and threatens the destruction of the productive apparatus.", de vzlanos cree que estados unidos debe levantar la prohibición de importar diésel a venezuela desde otros países pues no cumple su objetivo de presionar al gobierno pero si amplifica la crisis severa que vive la población y amenaza la destrucción del aparato productivo ,"['de', 'vzlanos', 'cree', 'que', 'estados', 'unidos', 'debe', 'levantar', 'la', 'prohibición', 'de', 'importar', 'diésel', 'venezuela', 'desde', 'otros', 'países', 'pues', 'no', 'cumple', 'su', 'objetivo', 'de', 'presionar', 'al', 'gobierno', 'pero', 'si', 'amplifica', 'la', 'crisis', 'severa', 'que', 'vive', 'la', 'población', 'amenaza', 'la', 'destrucción', 'del', 'aparato', 'productivo']",-0.9747,0.36,0.614,0.026
75,75,"61% de vzlanos indica que la prohibición de importación de diésel a través del intercambio por petróleo ha creado o corre el riesgo de crear un mercado negro de diésel que genera sobre costos e ineficiencias dramáticas para consumidores, distribuciónn  y producción de bienes.","61% of villains indicate that the ban on the importation of diesel through the exchange for oil has created or runs the risk of creating a diesel black market that generates cost and dramatic inefficiencies for consumers, distribution and production of goods.", de vzlanos indica que la prohibición de importación de diésel a través del intercambio por petróleo ha creado o corre el riesgo de crear un mercado negro de diésel que genera sobre costos e ineficiencias dramáticas para consumidores distribuciónn y producción de bienes ,"['de', 'vzlanos', 'indica', 'que', 'la', 'prohibición', 'de', 'importación', 'de', 'diésel', 'través', 'del', 'intercambio', 'por', 'petróleo', 'ha', 'creado', 'corre', 'el', 'riesgo', 'de', 'crear', 'un', 'mercado', 'negro', 'de', 'diésel', 'que', 'genera', 'sobre', 'costos', 'ineficiencias', 'dramáticas', 'para', 'consumidores', 'distribuciónn', 'producción', 'de', 'bienes']",-0.7845,0.197,0.721,0.082
76,76,"72,8%  por ciento de los venezolanos creen que la sanción al diésel, prohibiendo su intercambio por petróleo no ha producido ningun cambio político en el país, mientras que 69,4% indica que si ha generado escasez para el transporte de alimentos, medicinas y otros bienes básicos.","72.8% percent of Venezuelans believe that the sanction on diesel, prohibiting its exchange for oil has not produced any political change in the country, while 69.4% indicate that it has generated shortages for the transport of food, medicine and other basic goods.", por ciento de los venezolanos creen que la sanción al diésel prohibiendo su intercambio por petróleo no ha producido ningun cambio político en el país mientras que indica que si ha generado escasez para el transporte de alimentos medicinas y otros bienes básicos ,"['por', 'ciento', 'de', 'los', 'venezolanos', 'creen', 'que', 'la', 'sanción', 'al', 'diésel', 'prohibiendo', 'su', 'intercambio', 'por', 'petróleo', 'no', 'ha', 'producido', 'ningun', 'cambio', 'político', 'en', 'el', 'país', 'mientras', 'que', 'indica', 'que', 'si', 'ha', 'generado', 'escasez', 'para', 'el', 'transporte', 'de', 'alimentos', 'medicinas', 'otros', 'bienes', 'básicos']",-0.1531,0.038,0.962,0.0
77,77,"Porque si lo quieren politizar, más allá de lo éticamente inadecuado que sería jugar con la comida, salud, energía, y trabajó de la gente, temo que incluso en lo político la estrategia sería negativa, pues 68% rechaza las sanciones al diésel y creen que afecta su vida y no al gob","Because if they want to politicize it, beyond how ethically inappropriate it would be to play with people's food, health, energy, and work, I fear that even politically the strategy would be negative, since 68% reject the diesel sanctions and believe that affects his life and not the gov",porque si lo quieren politizar más allá de lo éticamente inadecuado que sería jugar con la comida salud energía y trabajó de la gente temo que incluso en lo político la estrategia sería negativa pues rechaza las sanciones al diésel y creen que afecta su vida y no al gob,"['porque', 'si', 'lo', 'quieren', 'politizar', 'más', 'allá', 'de', 'lo', 'éticamente', 'inadecuado', 'que', 'sería', 'jugar', 'con', 'la', 'comida', 'salud', 'energía', 'trabajó', 'de', 'la', 'gente', 'temo', 'que', 'incluso', 'en', 'lo', 'político', 'la', 'estrategia', 'sería', 'negativa', 'pues', 'rechaza', 'las', 'sanciones', 'al', 'diésel', 'creen', 'que', 'afecta', 'su', 'vida', 'no', 'al', 'gob']",-0.7003,0.164,0.736,0.099
78,78,"Podemos seguir indefinidamente mostrando la preocupación y desesperación de un país completo que está sufriendo en carne propia la crisis del combustible más importante para su abastecimiento de productos básicos, salud, energía y agua. ¿De verdad se puede politizar este proceso?","We can continue indefinitely to show the concern and despair of an entire country that is suffering firsthand the most important fuel crisis for its supply of basic products, health, energy and water. Can this process really be politicized?",podemos seguir indefinidamente mostrando la preocupación y desesperación de un país completo que está sufriendo en carne propia la crisis del combustible más importante para su abastecimiento de productos básicos salud energía y agua ¿de verdad se puede politizar este proceso ,"['podemos', 'seguir', 'indefinidamente', 'mostrando', 'la', 'preocupación', 'desesperación', 'de', 'un', 'país', 'completo', 'que', 'está', 'sufriendo', 'en', 'carne', 'propia', 'la', 'crisis', 'del', 'combustible', 'más', 'importante', 'para', 'su', 'abastecimiento', 'de', 'productos', 'básicos', 'salud', 'energía', 'agua', '¿de', 'verdad', 'se', 'puede', 'politizar', 'este', 'proceso']",-0.7629,0.204,0.709,0.087
79,79,¿O a lo mejor hay que oír la declaración del sector transporte amenazando la paralización total de sus actividades como protesta a la escasez severa de diésel y a la manipulación de precios y asignación de cuotas?  https://t.co/KaYw881Z22,Or maybe you have to hear the declaration of the transport sector threatening the total stoppage of its activities in protest at the severe shortage of diesel and the manipulation of prices and allocation of quotas? https://t.co/KaYw881Z22,¿o a lo mejor hay que oír la declaración del sector transporte amenazando la paralización total de sus actividades como protesta a la escasez severa de diésel y a la manipulación de precios y asignación de cuotas ,"['¿o', 'lo', 'mejor', 'hay', 'que', 'oír', 'la', 'declaración', 'del', 'sector', 'transporte', 'amenazando', 'la', 'paralización', 'total', 'de', 'sus', 'actividades', 'como', 'protesta', 'la', 'escasez', 'severa', 'de', 'diésel', 'la', 'manipulación', 'de', 'precios', 'asignación', 'de', 'cuotas']",-0.8807,0.276,0.724,0.0
80,80,Pero también podríamos oír a los pescadores indicar que la escasez de diésel es uno de los motivos principales de la destrucción de su sector  https://t.co/BRhEXVjtW8,But we could also hear the fishermen indicate that the diesel shortage is one of the main reasons for the destruction of their sector https://t.co/BRhEXVjtW8,pero también podríamos oír a los pescadores indicar que la escasez de diésel es uno de los motivos principales de la destrucción de su sector ,"['pero', 'también', 'podríamos', 'oír', 'los', 'pescadores', 'indicar', 'que', 'la', 'escasez', 'de', 'diésel', 'es', 'uno', 'de', 'los', 'motivos', 'principales', 'de', 'la', 'destrucción', 'de', 'su', 'sector']",-0.8201,0.247,0.753,0.0
81,81,O quizás necesitamos oír a la Asociación de Agricultura Familiar compartiendo su miedo de quedarse en cero frente a la escasez evidente de diésel  https://t.co/P1vcVweec4,Or maybe we need to hear from the Family Farming Association share its fear of running out of zero in the face of the glaring diesel shortage https://t.co/P1vcVweec4,o quizás necesitamos oír a la asociación de agricultura familiar compartiendo su miedo de quedarse en cero frente a la escasez evidente de diésel ,"['quizás', 'necesitamos', 'oír', 'la', 'asociación', 'de', 'agricultura', 'familiar', 'compartiendo', 'su', 'miedo', 'de', 'quedarse', 'en', 'cero', 'frente', 'la', 'escasez', 'evidente', 'de', 'diésel']",-0.4588,0.16,0.772,0.068
82,82,"Pero si no es suficiente para entender la crisis de abastecimiento de diésel que vivimos, veamos la posición del sector agrícola, que advierte que pueden perderse el 80% de las cosechas:  https://t.co/eu926OTWFL","But if it is not enough to understand the diesel supply crisis we are experiencing, let's look at the position of the agricultural sector, which warns that 80% of crops may be lost: https://t.co/eu926OTWFL",pero si no es suficiente para entender la crisis de abastecimiento de diésel que vivimos veamos la posición del sector agrícola que advierte que pueden perderse el de las cosechas ,"['pero', 'si', 'no', 'es', 'suficiente', 'para', 'entender', 'la', 'crisis', 'de', 'abastecimiento', 'de', 'diésel', 'que', 'vivimos', 'veamos', 'la', 'posición', 'del', 'sector', 'agrícola', 'que', 'advierte', 'que', 'pueden', 'perderse', 'el', 'de', 'las', 'cosechas']",-0.8807,0.248,0.752,0.0
83,83,"Si revisamos las declaraciones de los principales sectores productivos nacionales, podremos entender la situación desesperada en que se encuentran y el riesgo brutal para el abastecimiento nacional. Dejemos que lo diga, por ejemplo, el sector industrial:  https://t.co/uDP2ojKoO9","If we review the statements of the main national productive sectors, we can understand the desperate situation in which they find themselves and the brutal risk for the national supply. Let the industrial sector say so: https://t.co/uDP2ojKoO9",si revisamos las declaraciones de los principales sectores productivos nacionales podremos entender la situación desesperada en que se encuentran y el riesgo brutal para el abastecimiento nacional dejemos que lo diga por ejemplo el sector industrial ,"['si', 'revisamos', 'las', 'declaraciones', 'de', 'los', 'principales', 'sectores', 'productivos', 'nacionales', 'podremos', 'entender', 'la', 'situación', 'desesperada', 'en', 'que', 'se', 'encuentran', 'el', 'riesgo', 'brutal', 'para', 'el', 'abastecimiento', 'nacional', 'dejemos', 'que', 'lo', 'diga', 'por', 'ejemplo', 'el', 'sector', 'industrial']",-0.8176,0.2,0.8,0.0
84,84,"La crisis de abastecimiento de Diésel en Vzla no se puede resolver con datos simples y opiniones con sesgos políticos.  Está a la vista y pone en grave riesgo a la población, al abastecimiento de alimentos, medicinas y otro es bienes escenciales y a la producción eléctrica y agua","The diesel supply crisis in Vzla cannot be solved with simple data and politically biased opinions. It is visible and puts the population, the supply of food, medicine and other essential goods at serious risk, as well as the production of electricity and water.",la crisis de abastecimiento de diésel en vzla no se puede resolver con datos simples y opiniones con sesgos políticos está a la vista y pone en grave riesgo a la población al abastecimiento de alimentos medicinas y otro es bienes escenciales y a la producción eléctrica y agua,"['la', 'crisis', 'de', 'abastecimiento', 'de', 'diésel', 'en', 'vzla', 'no', 'se', 'puede', 'resolver', 'con', 'datos', 'simples', 'opiniones', 'con', 'sesgos', 'políticos', 'está', 'la', 'vista', 'pone', 'en', 'grave', 'riesgo', 'la', 'población', 'al', 'abastecimiento', 'de', 'alimentos', 'medicinas', 'otro', 'es', 'bienes', 'escenciales', 'la', 'producción', 'eléctrica', 'agua']",-0.8081,0.222,0.738,0.041
85,85,Un gusto siempre compartir con el sector empresarial y en este caso además con los queridos amigos de Fedecamaras Zulia y con dos cotertulios de ultra lujo: @rafaelarraiz y @RicardoCusanno  Cuando voy pa’ Maracaibo...,It is always a pleasure to share with the business sector and in this case also with the dear friends of Fedecamaras Zulia and with two ultra-luxury conversations: @rafaelarraiz and @RicardoCusanno When I go to Maracaibo ...,un gusto siempre compartir con el sector empresarial y en este caso además con los queridos amigos de fedecamaras zulia y con dos cotertulios de ultra lujo rafaelarraiz y ricardocusanno cuando voy pa’ maracaibo ,"['un', 'gusto', 'siempre', 'compartir', 'con', 'el', 'sector', 'empresarial', 'en', 'este', 'caso', 'además', 'con', 'los', 'queridos', 'amigos', 'de', 'fedecamaras', 'zulia', 'con', 'dos', 'cotertulios', 'de', 'ultra', 'lujo', 'rafaelarraiz', 'ricardocusanno', 'cuando', 'voy', 'pa’', 'maracaibo']",0.891,0.0,0.74,0.26
86,86,Mil gracias.,Thank you.,mil gracias ,"['mil', 'gracias']",0.3612,0.0,0.286,0.714
87,87,"Sea cual sea la estrategia, está claro es que en una negociación no se pueden usar dramas humanitarios como mecanismo de presión. USA no va a entregar sanciones sin el debido “quid pro quo”. Es normal. Pero la comida, medicina y combustible no puede estar éticamente  en esa lista","Whatever the strategy, it is clear that humanitarian dramas cannot be used as a pressure mechanism in a negotiation. The USA will not deliver sanctions without the due “quid pro quo”. It is normal. But food, medicine and fuel cannot be ethically on that list.",sea cual sea la estrategia está claro es que en una negociación no se pueden usar dramas humanitarios como mecanismo de presión usa no va a entregar sanciones sin el debido quid pro quo” es normal pero la comida medicina y combustible no puede estar éticamente en esa lista,"['sea', 'cual', 'sea', 'la', 'estrategia', 'está', 'claro', 'es', 'que', 'en', 'una', 'negociación', 'no', 'se', 'pueden', 'usar', 'dramas', 'humanitarios', 'como', 'mecanismo', 'de', 'presión', 'usa', 'no', 'va', 'entregar', 'sanciones', 'sin', 'el', 'debido', 'quid', 'pro', 'quo”', 'es', 'normal', 'pero', 'la', 'comida', 'medicina', 'combustible', 'no', 'puede', 'estar', 'éticamente', 'en', 'esa', 'lista']",0.0516,0.034,0.927,0.039
88,88,"Y finalmente, cuáles son las sanciones que USA considera realmente potentes para presionar la negociación y pondrá sobre la mesa como zanahorias?","And finally, what are the sanctions that the US considers really powerful to pressure the negotiation and will it put on the table like carrots?",y finalmente cuáles son las sanciones que usa considera realmente potentes para presionar la negociación y pondrá sobre la mesa como zanahorias ,"['finalmente', 'cuáles', 'son', 'las', 'sanciones', 'que', 'usa', 'considera', 'realmente', 'potentes', 'para', 'presionar', 'la', 'negociación', 'pondrá', 'sobre', 'la', 'mesa', 'como', 'zanahorias']",0.4818,0.082,0.732,0.186
